window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.3686
7.48,22.43,C#,major,0.4605
14.95,29.91,C#,major,0.3407
22.43,37.38,F#,major,0.4375
29.91,44.86,F#,major,0.3574
37.38,52.34,G,major,0.5268
44.86,59.81,G,minor,0.4322
52.34,67.29,G,minor,0.3935
59.81,74.77,G,minor,0.337
67.29,82.25,G,minor,0.3435
74.77,89.72,C#,major,0.3894
82.25,97.2,F#,major,0.4269
89.72,104.68,F#,major,0.4171
97.2,112.15,G,major,0.3438
104.68,119.63,G,major,0.5149
112.15,127.11,G,minor,0.4308
119.63,134.58,G,minor,0.4332
127.11,142.06,F#,major,0.41
134.58,149.54,F#,major,0.4621
142.06,157.01,F#,major,0.3345
149.54,164.49,C#,major,0.3797
157.01,171.97,G,major,0.3468
164.49,179.44,G,major,0.3423
171.97,186.92,F#,major,0.4512
179.44,194.4,G,minor,0.3845
186.92,201.87,C#,major,0.3411
194.4,209.35,G,minor,0.3489
201.87,216.83,F#,major,0.5638
209.35,220.59,F#,major,0.681
