window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.5943
7.48,22.43,C#,major,0.5996
14.95,29.91,C#,major,0.5173
22.43,37.38,C#,major,0.454
29.91,44.86,C#,major,0.4194
37.38,52.34,C,major,0.5099
44.86,59.81,D,minor,0.5444
52.34,67.29,C#,major,0.3083
59.81,74.77,C#,major,0.5194
67.29,82.25,C#,major,0.464
74.77,89.72,D,minor,0.31
82.25,97.2,D,minor,0.5711
89.72,104.68,D,minor,0.477
97.2,112.15,D,minor,0.5072
104.68,119.63,D,major,0.446
112.15,127.11,C#,major,0.3502
119.63,134.58,C#,major,0.427
127.11,142.06,C#,major,0.5556
134.58,149.54,C#,major,0.634
142.06,157.01,C#,major,0.7102
149.54,157.99,C#,major,0.7214
