window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.853
7.48,22.43,D,major,0.7236
14.95,29.91,G,major,0.6434
22.43,37.38,G,major,0.7378
29.91,44.86,D,major,0.7762
37.38,52.34,D,major,0.8063
44.86,59.81,D,major,0.7844
52.34,67.29,D,major,0.7388
59.81,74.77,D,major,0.7944
67.29,82.25,D,major,0.8177
74.77,89.72,D,major,0.8353
82.25,97.2,D,major,0.7391
89.72,104.68,D,major,0.7445
97.2,112.15,B,minor,0.763
104.68,119.63,B,minor,0.7396
112.15,127.11,F#,minor,0.8311
119.63,134.58,D,major,0.824
127.11,142.06,D,major,0.7924
134.58,149.54,D,major,0.7708
142.06,157.01,D,major,0.7918
149.54,164.49,B,minor,0.7618
157.01,171.97,B,minor,0.6973
164.49,179.44,F#,minor,0.7435
171.97,186.92,F#,minor,0.8001
179.44,194.4,F#,minor,0.7804
186.92,201.87,D,major,0.8256
194.4,209.35,D,major,0.8123
201.87,216.83,D,major,0.7013
209.35,224.3,B,minor,0.7523
216.83,231.78,D,major,0.8075
224.3,239.26,D,major,0.9289
231.78,246.74,D,major,0.9176
239.26,254.21,B,minor,0.8022
246.74,261.69,D,major,0.8143
254.21,269.03,A,major,0.7139
