window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,minor,0.568
7.48,22.43,G,minor,0.3097
14.95,29.91,G#,minor,0.292
22.43,37.38,G,minor,0.3219
29.91,44.86,D#,major,0.5376
37.38,52.34,D#,major,0.6916
44.86,59.81,D#,major,0.5428
52.34,67.29,D#,major,0.4372
59.81,74.77,G,minor,0.4286
67.29,82.25,D#,major,0.492
74.77,89.72,D#,major,0.4197
82.25,97.2,D#,major,0.4536
89.72,104.68,D#,major,0.5793
97.2,112.15,D#,major,0.5961
104.68,119.63,D#,major,0.7329
112.15,127.11,D#,major,0.7195
119.63,134.58,D#,major,0.5471
127.11,142.06,D#,major,0.4512
134.58,149.54,D#,major,0.4089
142.06,157.01,D#,major,0.5253
149.54,164.49,D#,major,0.5772
157.01,171.97,A#,major,0.5235
164.49,179.44,A#,major,0.6428
171.97,186.92,D#,major,0.7019
179.44,194.4,D#,major,0.5189
186.92,201.87,D#,major,0.5197
194.4,209.35,D#,major,0.4436
201.87,216.83,G#,major,0.5283
209.35,219.15,G#,minor,0.5875
