window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.873
7.48,22.43,G,major,0.8737
14.95,29.91,C,major,0.8351
22.43,37.38,C,major,0.8241
29.91,44.86,C,major,0.8989
37.38,52.34,C,major,0.8668
44.86,59.81,C,major,0.8788
52.34,67.29,G,major,0.7879
59.81,74.77,E,minor,0.8095
67.29,82.25,C,major,0.8935
74.77,89.72,C,major,0.8943
82.25,97.2,C,major,0.9212
89.72,104.68,C,major,0.9486
97.2,112.15,C,major,0.9265
104.68,119.63,C,major,0.9087
112.15,127.11,C,major,0.9039
119.63,134.58,C,major,0.8573
127.11,142.06,C,major,0.8788
134.58,149.54,G,major,0.8834
142.06,157.01,G,major,0.888
149.54,164.49,C,major,0.8767
157.01,171.97,C,major,0.9027
164.49,179.44,C,major,0.9429
171.97,186.92,C,major,0.9429
179.44,194.4,C,major,0.9819
186.92,201.87,C,major,0.758
194.4,209.35,D#,major,0.8999
201.87,216.83,D#,major,0.9346
209.35,224.3,C,minor,0.7984
216.83,231.78,C,major,0.8881
224.3,239.26,C,major,0.9014
231.78,246.74,G,major,0.8568
239.26,254.21,G,major,0.8148
246.74,261.69,C,major,0.9064
254.21,269.17,C,major,0.913
261.69,276.64,C,major,0.9231
269.17,284.12,C,major,0.923
276.64,291.6,C,major,0.9065
284.12,299.07,C,major,0.8861
291.6,306.55,C,major,0.9119
299.07,310.06,C,major,0.8782
