window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,minor,0.6412
7.48,22.43,F#,minor,0.6524
14.95,29.91,F#,minor,0.5746
22.43,37.38,B,minor,0.5008
29.91,44.86,B,minor,0.5393
37.38,52.34,B,minor,0.4438
44.86,59.81,C#,minor,0.4655
52.34,67.29,F#,minor,0.5079
59.81,74.77,C#,minor,0.5569
67.29,82.25,F#,minor,0.5448
74.77,89.72,F#,minor,0.6075
82.25,97.2,F#,minor,0.556
89.72,104.68,B,minor,0.5147
97.2,112.15,F#,major,0.5785
104.68,119.63,F#,major,0.5
112.15,127.11,D,major,0.4988
119.63,134.58,B,minor,0.4618
127.11,142.06,F#,minor,0.6593
134.58,149.54,F#,minor,0.6838
142.06,157.01,F#,minor,0.6937
149.54,164.49,F#,minor,0.7329
157.01,171.97,C#,minor,0.6007
164.49,179.44,C#,minor,0.4879
171.97,186.92,F#,minor,0.4544
179.44,194.4,C#,minor,0.4711
186.92,201.87,F#,minor,0.5594
194.4,209.35,F#,minor,0.6255
201.87,216.83,F#,minor,0.6096
209.35,219.61,F#,minor,0.6042
