window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,B,minor,0.5243
7.48,22.43,B,minor,0.5371
14.95,29.91,E,major,0.65
22.43,37.38,G#,minor,0.6063
29.91,44.86,C#,minor,0.6652
37.38,52.34,C#,minor,0.8191
44.86,59.81,E,major,0.788
52.34,67.29,E,major,0.773
59.81,74.77,E,major,0.8379
67.29,82.25,E,major,0.7483
74.77,89.72,E,major,0.6684
82.25,97.2,C#,minor,0.7045
89.72,104.68,E,major,0.8451
97.2,112.15,E,major,0.8312
104.68,119.63,E,major,0.7897
112.15,127.11,E,major,0.8031
119.63,134.58,E,major,0.7174
127.11,142.06,C#,minor,0.7376
134.58,149.54,E,major,0.7679
142.06,157.01,E,major,0.7473
149.54,164.49,G,major,0.4545
157.01,171.97,B,minor,0.5676
164.49,179.44,E,major,0.741
171.97,186.92,E,major,0.7376
179.44,194.4,E,major,0.8406
186.92,201.87,E,major,0.817
194.4,209.35,E,major,0.8397
201.87,216.83,A,major,0.8108
209.35,221.45,A,major,0.6983
