window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.4537
7.48,22.43,E,minor,0.6209
14.95,29.91,C,major,0.6481
22.43,37.38,C,major,0.7497
29.91,44.86,G,major,0.7642
37.38,52.34,G,major,0.7766
44.86,59.81,C,major,0.8133
52.34,67.29,G,major,0.8252
59.81,74.77,G,major,0.4961
67.29,82.25,F,minor,0.449
74.77,89.72,F,minor,0.6931
82.25,97.2,F,minor,0.6064
89.72,104.68,G#,major,0.5128
97.2,112.15,G#,major,0.7361
104.68,119.63,G#,major,0.7996
112.15,127.11,G#,major,0.8767
119.63,134.58,G#,major,0.6854
127.11,142.06,G,major,0.5574
134.58,149.54,G,major,0.5365
142.06,157.01,G,minor,0.3514
149.54,164.49,G#,major,0.6582
157.01,171.97,G#,major,0.8434
164.49,179.44,F,minor,0.7478
171.97,186.92,F,minor,0.7286
179.44,194.4,G#,major,0.735
186.92,201.87,G#,major,0.8908
194.4,209.35,G#,major,0.9123
201.87,216.55,G#,major,0.7426
