window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,minor,0.2756
7.48,22.43,D,major,0.3534
14.95,29.91,D,major,0.4647
22.43,37.38,G,major,0.4683
29.91,44.86,G,major,0.6145
37.38,52.34,G,minor,0.7785
44.86,59.81,G,minor,0.5022
52.34,67.29,G,major,0.45
59.81,74.77,G,major,0.5539
67.29,82.25,G,major,0.5756
74.77,89.72,G,minor,0.8038
82.25,97.2,G,minor,0.6952
89.72,104.68,D,major,0.4944
97.2,112.15,C,major,0.4522
104.68,119.63,G,major,0.4497
112.15,127.11,G,minor,0.4852
119.63,134.58,G,minor,0.5256
127.11,142.06,G,minor,0.525
134.58,149.54,G,minor,0.4638
142.06,157.01,D,major,0.4806
149.54,164.49,C,major,0.4966
157.01,171.97,C,major,0.4929
164.49,179.44,D,major,0.4739
171.97,186.92,D,major,0.8424
179.44,193.4,D,major,0.7875
