window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.5173
7.48,22.43,D,minor,0.6953
14.95,29.91,G,major,0.6781
22.43,37.38,G,major,0.698
29.91,44.86,G,major,0.7821
37.38,52.34,G,major,0.8338
44.86,59.81,G,minor,0.7248
52.34,67.29,G,major,0.7538
59.81,74.77,G,major,0.8751
67.29,82.25,G,major,0.8249
74.77,89.72,D,major,0.6979
82.25,97.2,G,major,0.7379
89.72,104.68,G,major,0.8544
97.2,112.15,G,major,0.8768
104.68,119.63,G,major,0.7908
112.15,127.11,G,major,0.8077
119.63,134.58,G,minor,0.706
127.11,142.06,G,minor,0.7193
134.58,149.54,G,major,0.6937
142.06,157.01,G,minor,0.6724
149.54,164.49,G,major,0.7739
157.01,171.97,G,major,0.8915
164.49,179.44,G,major,0.831
171.97,186.92,D,major,0.6998
179.44,194.4,G,major,0.7431
186.92,201.87,G,major,0.8474
194.4,209.35,G,major,0.7892
201.87,216.83,G,major,0.5751
209.35,224.3,G,major,0.726
216.83,231.78,E,minor,0.8019
224.3,239.26,C,major,0.6763
231.78,241.12,G,major,0.6294
