window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,minor,0.6696
7.48,22.43,E,minor,0.555
14.95,29.91,E,minor,0.5192
22.43,37.38,E,minor,0.6402
29.91,44.86,E,minor,0.6047
37.38,52.34,E,minor,0.5359
44.86,59.81,B,major,0.5141
52.34,67.29,E,minor,0.5285
59.81,74.77,E,minor,0.7893
67.29,82.25,E,minor,0.6051
74.77,89.72,B,minor,0.672
82.25,97.2,E,minor,0.6172
89.72,104.68,E,minor,0.4995
97.2,112.15,E,minor,0.5604
104.68,119.63,E,minor,0.6038
112.15,127.11,E,minor,0.6167
119.63,134.58,E,minor,0.6095
127.11,142.06,B,minor,0.4019
134.58,149.54,E,minor,0.7791
142.06,157.01,E,minor,0.795
149.54,164.49,B,minor,0.6491
157.01,171.97,B,major,0.563
164.49,179.44,E,major,0.5961
171.97,186.92,E,minor,0.535
179.44,194.4,C,major,0.5744
186.92,201.87,B,major,0.4095
194.4,209.35,E,minor,0.6706
201.87,216.83,B,minor,0.646
209.35,224.3,B,minor,0.6983
216.83,231.78,E,minor,0.8168
224.3,239.26,B,minor,0.6015
231.78,246.74,B,minor,0.7672
239.26,254.21,E,minor,0.778
246.74,261.69,E,minor,0.7597
254.21,267.35,E,minor,0.6614
