window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.8873
7.48,22.43,G,major,0.9016
14.95,29.91,G,major,0.9095
22.43,37.38,G,major,0.8594
29.91,44.86,G,major,0.8419
37.38,52.34,G,major,0.734
44.86,59.81,G,major,0.6218
52.34,67.29,G,major,0.7026
59.81,74.77,G,major,0.7723
67.29,82.25,G,major,0.7874
74.77,89.72,G,major,0.883
82.25,97.2,G,major,0.9412
89.72,104.68,G,major,0.8467
97.2,112.15,G,major,0.6427
104.68,119.63,G,major,0.6636
112.15,127.11,G,major,0.7792
119.63,134.58,G,major,0.7887
127.11,142.06,G,major,0.6748
134.58,149.54,G,major,0.745
142.06,157.01,G,major,0.9114
149.54,164.49,D,major,0.8433
157.01,171.97,G,major,0.6863
164.49,179.44,G,major,0.6375
171.97,186.92,G,major,0.6723
179.44,194.4,G,major,0.7293
186.92,201.87,G,major,0.653
194.4,209.35,G,major,0.5209
201.87,216.83,G,major,0.6409
209.35,224.3,G,major,0.7092
216.83,231.78,D,major,0.6379
224.3,239.26,D,major,0.5612
231.78,246.74,G,major,0.7724
239.26,254.21,G,major,0.8691
246.74,261.69,G,major,0.8692
254.21,268.86,G,major,0.6539
