window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,major,0.7676
7.48,22.43,F,major,0.6134
14.95,29.91,F,major,0.5741
22.43,37.38,D,minor,0.4192
29.91,44.86,D,major,0.6461
37.38,52.34,D,major,0.8206
44.86,59.81,D,major,0.8387
52.34,67.29,E,minor,0.6616
59.81,74.77,D,major,0.5452
67.29,82.25,G,major,0.542
74.77,89.72,E,minor,0.6419
82.25,97.2,G,major,0.5236
89.72,104.68,F,major,0.8492
97.2,112.15,F,major,0.8277
104.68,119.63,F,major,0.7869
112.15,127.11,F,major,0.7806
119.63,134.58,D,minor,0.5263
127.11,142.06,B,minor,0.6873
134.58,149.54,B,major,0.8664
142.06,157.01,B,major,0.8548
149.54,164.49,B,minor,0.7638
157.01,171.97,A,major,0.7293
164.49,179.44,D,major,0.7978
171.97,186.92,D,major,0.7569
179.44,194.4,E,minor,0.6176
186.92,201.87,D,major,0.5343
194.4,209.35,E,minor,0.6047
201.87,216.83,E,minor,0.7182
209.35,224.3,E,minor,0.8329
216.83,231.78,E,minor,0.8052
224.3,239.26,G,major,0.6708
231.78,246.74,G,major,0.807
239.26,247.06,G,major,0.8023
