window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,B,major,0.7079
7.48,22.43,A#,minor,0.597
14.95,29.91,A#,minor,0.6302
22.43,37.38,A#,minor,0.6434
29.91,44.86,A#,minor,0.4161
37.38,52.34,G#,minor,0.3242
44.86,59.81,E,major,0.435
52.34,67.29,B,minor,0.4806
59.81,74.77,B,minor,0.5734
67.29,82.25,B,minor,0.4554
74.77,89.72,B,minor,0.5853
82.25,97.2,G,major,0.6451
89.72,104.68,F,major,0.3081
97.2,112.15,A#,minor,0.5015
104.68,119.63,A#,minor,0.6212
112.15,127.11,A#,minor,0.4375
119.63,134.58,E,major,0.3579
127.11,142.06,E,major,0.4619
134.58,149.54,B,minor,0.5059
142.06,157.01,B,minor,0.599
149.54,164.49,B,minor,0.4412
157.01,171.97,B,minor,0.4018
164.49,179.44,B,minor,0.3293
171.97,186.92,A#,minor,0.4136
179.44,194.4,A#,minor,0.6286
186.92,201.87,A#,minor,0.5793
194.4,209.35,A#,minor,0.532
201.87,216.83,B,minor,0.3236
209.35,224.3,B,minor,0.5256
216.83,231.78,B,minor,0.4593
224.3,239.26,B,minor,0.4508
231.78,246.74,B,minor,0.5735
239.26,254.21,B,minor,0.4319
246.74,261.69,A,minor,0.4441
254.21,269.17,F,major,0.6193
261.69,271.23,A,major,0.4789
