window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,major,0.7691
7.48,22.43,D#,major,0.752
14.95,29.91,G,minor,0.6838
22.43,37.38,G,minor,0.7612
29.91,44.86,G,minor,0.6001
37.38,52.34,C,minor,0.7821
44.86,59.81,A#,major,0.7739
52.34,67.29,G,minor,0.7986
59.81,74.77,G,minor,0.7583
67.29,82.25,G,minor,0.7498
74.77,89.72,G,minor,0.8252
82.25,97.2,G,minor,0.6914
89.72,104.68,D#,major,0.6467
97.2,112.15,D#,major,0.8556
104.68,119.63,D#,major,0.8073
112.15,127.11,G,minor,0.6885
119.63,134.58,G,minor,0.6801
127.11,142.06,A#,major,0.7135
134.58,149.54,D#,major,0.718
142.06,157.01,A#,major,0.8074
149.54,164.49,A#,major,0.7903
157.01,171.97,G,minor,0.6247
164.49,179.44,G,minor,0.7089
171.97,186.92,G,minor,0.7353
179.44,194.4,C,minor,0.6531
186.92,201.87,D#,major,0.5854
194.4,209.35,D#,major,0.7876
201.87,216.83,D#,major,0.8747
209.35,224.3,G,minor,0.812
216.83,231.78,D#,major,0.7182
224.3,239.26,D#,major,0.8296
231.78,241.02,G,minor,0.678
