window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,major,0.7632
7.48,22.43,D#,major,0.9032
14.95,29.91,D#,major,0.9322
22.43,37.38,D#,major,0.8659
29.91,44.86,D#,major,0.8665
37.38,52.34,D#,major,0.8811
44.86,59.81,D#,major,0.7351
52.34,67.29,G,minor,0.5197
59.81,74.77,G,minor,0.5751
67.29,82.25,D#,major,0.7317
74.77,89.72,D#,major,0.822
82.25,97.2,D#,major,0.877
89.72,104.68,D#,major,0.8707
97.2,112.15,D#,major,0.8121
104.68,119.63,D#,major,0.8613
112.15,127.11,D#,major,0.8284
119.63,134.58,D#,major,0.5427
127.11,142.06,G,minor,0.4737
134.58,149.54,G,minor,0.4899
142.06,157.01,G,minor,0.5295
149.54,164.49,D#,major,0.7944
157.01,171.97,D#,major,0.8999
164.49,179.44,D#,major,0.8961
171.97,186.92,D#,major,0.9216
179.44,194.4,D#,major,0.7071
186.92,201.87,G,minor,0.5401
194.4,209.35,G,minor,0.4867
201.87,216.83,G,minor,0.4673
209.35,224.3,G,minor,0.6397
216.83,228.72,D#,major,0.8599
