window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.6815
7.48,22.43,G,major,0.7505
14.95,29.91,G,major,0.6932
22.43,37.38,G,major,0.5952
29.91,44.86,G,major,0.6969
37.38,52.34,C,major,0.6438
44.86,59.81,A,minor,0.601
52.34,67.29,A,minor,0.6383
59.81,74.77,A,minor,0.7138
67.29,82.25,A,minor,0.6879
74.77,89.72,A,minor,0.6169
82.25,97.2,A,minor,0.6039
89.72,104.68,G,major,0.7554
97.2,112.15,G,major,0.71
104.68,119.63,G,major,0.727
112.15,127.11,G,major,0.7576
119.63,134.58,G,major,0.5993
127.11,142.06,C,major,0.5298
134.58,149.54,A,minor,0.5818
142.06,157.01,A,minor,0.67
149.54,164.49,A,minor,0.6721
157.01,171.97,A,minor,0.671
164.49,179.44,G,major,0.6246
171.97,186.92,G,major,0.7199
179.44,194.4,C,major,0.6405
186.92,201.87,A,minor,0.584
194.4,209.35,A,minor,0.5746
201.87,216.83,A,minor,0.6639
209.35,224.3,A,minor,0.7134
216.83,231.78,A,minor,0.7442
224.3,239.19,A,major,0.7717
