window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,minor,0.6907
7.48,22.43,A#,minor,0.8046
14.95,29.91,A#,minor,0.8741
22.43,37.38,F,minor,0.7342
29.91,44.86,F,minor,0.7313
37.38,52.34,F,minor,0.7531
44.86,59.81,F,minor,0.6633
52.34,67.29,F,minor,0.6914
59.81,74.77,G#,major,0.7702
67.29,82.25,G#,major,0.6433
74.77,89.72,C#,major,0.8707
82.25,97.2,C#,major,0.8197
89.72,104.68,F,minor,0.8522
97.2,112.15,F,minor,0.8694
104.68,119.63,F,minor,0.7624
112.15,127.11,F,minor,0.7227
119.63,134.58,A#,minor,0.6576
127.11,142.06,A#,minor,0.7547
134.58,149.54,A#,minor,0.7116
142.06,157.01,G#,major,0.797
149.54,164.49,C#,major,0.8907
157.01,171.97,F,minor,0.7087
164.49,179.44,F,minor,0.8411
171.97,186.92,F,minor,0.7864
179.44,194.4,F,minor,0.6777
186.92,201.87,G#,major,0.6756
194.4,209.35,G#,major,0.662
201.87,216.83,G#,major,0.8435
209.35,217.48,G#,major,0.7009
