window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.7803
7.48,22.43,C#,major,0.4745
14.95,29.91,F#,minor,0.4617
22.43,37.38,C#,major,0.6015
29.91,44.86,F#,minor,0.4715
37.38,52.34,G#,minor,0.5959
44.86,59.81,C#,major,0.5672
52.34,67.29,F#,minor,0.5375
59.81,74.77,F#,minor,0.383
67.29,82.25,G#,minor,0.4134
74.77,89.72,A,minor,0.2456
82.25,97.2,F,minor,0.5972
89.72,104.68,F,minor,0.7138
97.2,112.15,C#,major,0.7051
104.68,119.63,C#,major,0.7799
112.15,127.11,C#,major,0.6676
119.63,134.58,C#,major,0.5338
127.11,142.06,C#,minor,0.5419
134.58,149.54,C#,major,0.5215
142.06,157.01,F#,minor,0.5115
149.54,164.49,F#,minor,0.3354
157.01,171.97,G#,minor,0.3574
164.49,179.44,G#,minor,0.3938
171.97,186.92,F,minor,0.5217
179.44,194.4,F,minor,0.7534
186.92,201.87,C#,major,0.7854
194.4,209.35,C#,major,0.7819
201.87,216.83,C#,major,0.4875
209.35,224.3,C#,minor,0.5967
216.83,231.78,E,major,0.674
224.3,239.26,E,major,0.4591
231.78,246.74,G#,minor,0.2952
239.26,254.21,F,minor,0.4952
246.74,261.69,F,major,0.7327
254.21,265.66,F,major,0.6635
