window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.8144
7.48,22.43,E,major,0.6864
14.95,29.91,G#,major,0.5994
22.43,37.38,C,minor,0.4917
29.91,44.86,G,major,0.6582
37.38,52.34,G,major,0.6501
44.86,59.81,C,minor,0.6362
52.34,67.29,C#,minor,0.5129
59.81,74.77,E,major,0.4471
67.29,82.25,E,major,0.4162
74.77,89.72,G#,major,0.6226
82.25,97.2,E,minor,0.5603
89.72,104.68,E,minor,0.765
97.2,112.15,E,minor,0.6042
104.68,119.63,C,minor,0.7017
112.15,127.11,C,minor,0.7541
119.63,134.58,C,minor,0.7085
127.11,142.06,C,minor,0.7941
134.58,147.54,G#,major,0.8472
