window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,minor,0.7454
7.48,22.43,F,minor,0.5228
14.95,29.91,A#,minor,0.4415
22.43,37.38,F,minor,0.454
29.91,44.86,A#,minor,0.5038
37.38,52.34,A#,minor,0.4823
44.86,59.81,D#,major,0.4921
52.34,67.29,G#,minor,0.496
59.81,74.77,F,minor,0.4276
67.29,82.25,F,minor,0.5288
74.77,89.72,C#,major,0.4301
82.25,97.2,F,minor,0.5208
89.72,104.68,F,major,0.5444
97.2,112.15,A#,minor,0.5213
104.68,119.63,A#,major,0.4026
112.15,127.11,D#,major,0.4005
119.63,134.58,G#,minor,0.3636
127.11,142.06,F,minor,0.368
134.58,149.54,F,minor,0.4827
142.06,157.01,C#,major,0.4413
149.54,164.49,F,minor,0.5768
157.01,171.97,F,minor,0.5231
164.49,179.44,F,minor,0.3921
171.97,186.92,C#,major,0.5126
179.44,194.4,C#,major,0.8563
186.92,201.87,A#,minor,0.8602
194.4,209.35,A#,minor,0.7133
201.87,216.83,C#,major,0.4938
209.35,224.3,A#,minor,0.5067
216.83,231.78,F,minor,0.5222
224.3,239.26,F,minor,0.4601
231.78,246.74,F,minor,0.5269
239.26,254.21,A#,minor,0.4999
246.74,261.69,A#,minor,0.6675
254.21,265.31,A#,minor,0.679
