window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.621
7.48,22.43,F#,major,0.5637
14.95,29.91,F#,major,0.6109
22.43,37.38,F#,major,0.6723
29.91,44.86,F#,major,0.7103
37.38,52.34,F#,major,0.7022
44.86,59.81,A#,minor,0.6481
52.34,67.29,F#,major,0.5352
59.81,74.77,F#,major,0.6572
67.29,82.25,F#,major,0.6792
74.77,89.72,F#,major,0.6828
82.25,97.2,F#,major,0.6773
89.72,104.68,A#,minor,0.6896
97.2,112.15,F#,major,0.6224
104.68,119.63,F#,major,0.6287
112.15,127.11,F#,major,0.671
119.63,134.58,F#,major,0.6796
127.11,142.06,A#,minor,0.7398
134.58,149.54,C#,major,0.7425
142.06,157.01,A#,minor,0.6688
149.54,164.49,G,major,0.6816
157.01,171.97,G,major,0.6785
164.49,179.44,G,major,0.7035
171.97,186.92,G,major,0.6839
179.44,194.4,D,major,0.6603
186.92,201.87,B,minor,0.7896
194.4,201.92,B,minor,0.6717
