window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.6787
7.48,22.43,E,minor,0.4653
14.95,29.91,C,major,0.6943
22.43,37.38,C,major,0.6385
29.91,44.86,E,minor,0.6343
37.38,52.34,E,minor,0.7026
44.86,59.81,D,major,0.6145
52.34,67.29,D,major,0.622
59.81,74.77,E,minor,0.5445
67.29,82.25,D,major,0.6933
74.77,89.72,D,major,0.6854
82.25,97.2,D,major,0.6323
89.72,104.68,G,major,0.7593
97.2,112.15,G,major,0.6041
104.68,119.63,E,minor,0.6049
112.15,127.11,C,major,0.6763
119.63,134.58,C,major,0.7428
127.11,142.06,E,minor,0.6887
134.58,149.54,D,major,0.6332
142.06,157.01,D,major,0.7639
149.54,164.49,D,major,0.7706
157.01,171.97,D,major,0.6972
164.49,179.44,D,major,0.7593
171.97,186.92,G,major,0.8989
179.44,194.4,G,major,0.9614
186.92,201.87,G,major,0.8148
194.4,209.35,D,major,0.6849
201.87,216.83,E,minor,0.624
209.35,224.3,D,major,0.7305
216.83,231.78,D,major,0.6839
224.3,239.26,D,major,0.6213
231.78,246.74,G,major,0.7029
239.26,254.21,D,major,0.5055
246.74,261.69,C,major,0.8362
254.21,268.72,C,major,0.7321
