window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G#,minor,0.3227
7.48,22.43,G#,minor,0.4312
14.95,29.91,G#,major,0.5805
22.43,37.38,G#,major,0.7472
29.91,44.86,D#,major,0.7769
37.38,52.34,G#,major,0.8082
44.86,59.81,G#,major,0.7953
52.34,67.29,G#,major,0.4624
59.81,74.77,G#,major,0.8631
67.29,82.25,D#,major,0.7482
74.77,89.72,D#,major,0.7595
82.25,97.2,G#,major,0.7952
89.72,104.68,G#,major,0.8447
97.2,112.15,G#,major,0.7223
104.68,119.63,D#,major,0.7335
112.15,127.11,D#,major,0.6531
119.63,134.58,G#,major,0.7562
127.11,142.06,G#,major,0.8024
134.58,149.54,G#,major,0.6413
142.06,157.01,G#,major,0.6761
149.54,164.49,G#,major,0.8152
157.01,171.97,G#,major,0.8673
164.49,173.78,C,minor,0.7813
