window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,major,0.5199
7.48,22.43,D#,major,0.5771
14.95,29.91,D#,major,0.604
22.43,37.38,D#,major,0.6609
29.91,44.86,D#,major,0.6759
37.38,52.34,G#,major,0.597
44.86,59.81,C#,major,0.5162
52.34,67.29,F,minor,0.7423
59.81,74.77,F,minor,0.7205
67.29,82.25,G#,major,0.6909
74.77,89.72,D#,major,0.5869
82.25,97.2,D#,major,0.5822
89.72,104.68,C#,major,0.6208
97.2,112.15,C#,major,0.4951
104.68,119.63,F,minor,0.6501
112.15,127.11,F,minor,0.7636
119.63,134.58,F,minor,0.7748
127.11,142.06,F,minor,0.7612
134.58,149.54,F,minor,0.7462
142.06,157.01,F,minor,0.7747
149.54,164.49,F,minor,0.7717
157.01,171.97,F,minor,0.6877
164.49,179.44,F,minor,0.7424
171.97,186.92,F,minor,0.6669
179.44,194.4,F,major,0.6962
186.92,198.48,C,major,0.7198
