window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.64
7.48,22.43,F#,major,0.7625
14.95,29.91,F#,major,0.7667
22.43,37.38,F#,major,0.7185
29.91,44.86,G#,minor,0.5794
37.38,52.34,F#,major,0.4034
44.86,59.81,D#,minor,0.4766
52.34,67.29,D#,minor,0.4361
59.81,74.77,F#,major,0.3402
67.29,82.25,F#,major,0.4606
74.77,89.72,F#,major,0.6317
82.25,97.2,F#,major,0.6696
89.72,104.68,B,major,0.6235
97.2,112.15,B,major,0.5086
104.68,119.63,F#,major,0.765
112.15,127.11,F#,major,0.817
119.63,134.58,F#,major,0.7972
127.11,142.06,C#,major,0.6731
134.58,149.54,G#,minor,0.6039
142.06,157.01,F#,major,0.4756
149.54,164.49,F#,major,0.4145
157.01,171.97,D#,minor,0.3644
164.49,179.44,D#,minor,0.3481
171.97,186.92,D#,minor,0.4559
179.44,194.4,B,major,0.8195
186.92,197.39,B,major,0.6805
