window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,minor,0.4257
7.48,22.43,A,major,0.6056
14.95,29.91,D,major,0.7577
22.43,37.38,D,major,0.7555
29.91,44.86,A,major,0.8161
37.38,52.34,F#,minor,0.6827
44.86,59.81,A,major,0.7237
52.34,67.29,A,major,0.7556
59.81,74.77,A,major,0.5995
67.29,82.25,G#,minor,0.5371
74.77,89.72,G#,minor,0.6414
82.25,97.2,G#,minor,0.6551
89.72,104.68,G#,minor,0.7731
97.2,112.15,G#,minor,0.6716
104.68,119.63,D,major,0.6276
112.15,127.11,A,major,0.7415
119.63,134.58,A,major,0.6843
127.11,142.06,A,major,0.6993
134.58,149.54,A,major,0.5958
142.06,157.01,G#,minor,0.5084
149.54,164.49,E,major,0.6762
157.01,171.97,F#,minor,0.8143
164.49,179.44,D,major,0.8031
171.97,186.92,A,major,0.6202
179.44,194.4,E,major,0.6811
186.92,201.87,B,major,0.8929
194.4,209.35,G#,minor,0.641
201.87,216.83,G#,minor,0.6511
209.35,224.3,G#,minor,0.7434
216.83,231.78,G#,minor,0.6742
224.3,239.26,A,major,0.3425
231.78,246.29,A,major,0.5712
