window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.8478
7.48,22.43,E,major,0.8301
14.95,29.91,E,major,0.7471
22.43,37.38,E,major,0.4037
29.91,44.86,E,major,0.2804
37.38,52.34,D#,minor,0.3111
44.86,59.81,G#,minor,0.35
52.34,67.29,E,major,0.4147
59.81,74.77,E,major,0.4618
67.29,82.25,E,major,0.3642
74.77,89.72,G#,minor,0.3448
82.25,97.2,E,major,0.4275
89.72,104.68,E,major,0.3514
97.2,112.15,E,minor,0.3305
104.68,119.63,E,minor,0.4808
112.15,127.11,E,minor,0.6637
119.63,134.58,E,major,0.6565
127.11,142.06,E,major,0.4168
134.58,149.54,E,major,0.4379
142.06,157.01,G#,minor,0.3573
149.54,164.49,G#,minor,0.3815
157.01,171.97,D#,minor,0.337
164.49,179.44,E,major,0.3492
171.97,186.92,E,major,0.4161
179.44,194.4,D#,minor,0.3633
186.92,201.87,D#,minor,0.3666
194.4,209.35,D#,minor,0.3528
201.87,216.83,D#,minor,0.4101
209.35,224.3,D#,minor,0.442
216.83,231.78,D#,minor,0.4171
224.3,239.26,D#,minor,0.3737
231.78,246.74,D#,minor,0.3733
239.26,254.21,E,major,0.62
246.74,257.93,E,major,0.7819
