window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.7764
7.48,22.43,C,major,0.6291
14.95,29.91,B,minor,0.4755
22.43,37.38,B,minor,0.4097
29.91,44.86,G,major,0.6388
37.38,52.34,G,major,0.8536
44.86,59.81,C,major,0.8245
52.34,67.29,C,major,0.85
59.81,74.77,A,minor,0.6523
67.29,82.25,B,minor,0.4998
74.77,89.72,B,minor,0.5472
82.25,97.2,B,minor,0.522
89.72,104.68,B,minor,0.4581
97.2,112.15,B,minor,0.444
104.68,119.63,B,minor,0.3891
112.15,127.11,B,minor,0.4457
119.63,134.58,B,minor,0.5122
127.11,142.06,B,minor,0.4796
134.58,149.54,B,minor,0.4328
142.06,157.01,B,minor,0.4748
149.54,164.49,B,minor,0.5733
157.01,171.97,B,minor,0.5565
164.49,179.44,B,minor,0.504
171.97,186.92,B,minor,0.4707
179.44,194.4,B,minor,0.462
186.92,201.87,B,minor,0.4292
194.4,209.35,B,minor,0.4939
201.87,216.83,B,minor,0.5124
209.35,224.3,B,minor,0.5019
216.83,231.78,E,minor,0.6448
224.3,239.26,G,major,0.675
231.78,246.74,C,major,0.7644
239.26,254.21,G,major,0.4954
246.74,261.69,B,minor,0.4815
254.21,269.17,B,minor,0.3702
261.69,276.64,B,minor,0.4162
269.17,284.12,B,minor,0.5413
276.64,291.6,C,major,0.7255
284.12,296.15,F,major,0.7857
