window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,minor,0.3922
7.48,22.43,D,major,0.3976
14.95,29.91,D,major,0.5839
22.43,37.38,D,major,0.6432
29.91,44.86,D,major,0.8515
37.38,52.34,D,major,0.5657
44.86,59.81,F#,minor,0.3951
52.34,67.29,F#,minor,0.3488
59.81,74.77,F#,minor,0.3103
67.29,82.25,F#,minor,0.3608
74.77,89.72,F,minor,0.3846
82.25,97.2,F,minor,0.4218
89.72,104.68,F,minor,0.425
97.2,112.15,F,minor,0.4951
104.68,119.63,C#,major,0.408
112.15,127.11,F#,minor,0.3535
119.63,134.58,G,major,0.7408
127.11,142.06,G,major,0.8654
134.58,149.54,E,minor,0.5818
142.06,157.01,F#,minor,0.3926
149.54,164.49,F#,minor,0.4273
157.01,171.97,F#,minor,0.493
164.49,179.44,F#,minor,0.4972
171.97,186.92,F#,minor,0.4415
179.44,194.4,D,major,0.8671
186.92,197.46,D,major,0.9013
