window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,minor,0.6376
7.48,22.43,F,major,0.4466
14.95,29.91,F,major,0.6718
22.43,37.38,F,major,0.7399
29.91,44.86,A,minor,0.5476
37.38,52.34,F,major,0.5423
44.86,59.81,D,minor,0.6756
52.34,67.29,E,minor,0.4915
59.81,74.77,B,minor,0.6326
67.29,82.25,B,minor,0.6304
74.77,89.72,B,minor,0.6604
82.25,97.2,G,major,0.6913
89.72,104.68,A,minor,0.3741
97.2,112.15,A,minor,0.3939
104.68,119.63,A,minor,0.4429
112.15,127.11,F,major,0.5609
119.63,134.58,D,minor,0.6916
127.11,142.06,A,minor,0.4426
134.58,149.54,B,minor,0.5092
142.06,157.01,B,minor,0.6312
149.54,164.49,B,minor,0.667
157.01,171.97,G,major,0.8011
164.49,179.44,G,major,0.8116
171.97,186.92,G,major,0.6721
179.44,194.4,G,major,0.4685
186.92,201.87,D,minor,0.5235
194.4,209.35,D,minor,0.5843
201.87,216.83,B,minor,0.5928
209.35,224.3,B,minor,0.75
216.83,231.78,B,minor,0.705
224.3,239.26,G,major,0.6909
231.78,246.74,G,major,0.6553
239.26,254.21,G,major,0.5635
246.74,261.69,G,major,0.4814
254.21,265.13,G,major,0.3543
