window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.5718
7.48,22.43,B,minor,0.459
14.95,29.91,B,minor,0.4039
22.43,37.38,B,minor,0.4115
29.91,44.86,B,minor,0.4483
37.38,52.34,B,minor,0.4788
44.86,59.81,D,major,0.6511
52.34,67.29,D,major,0.7823
59.81,74.77,D,major,0.7356
67.29,82.25,D,major,0.6461
74.77,89.72,D,major,0.6865
82.25,97.2,B,minor,0.5255
89.72,104.68,B,minor,0.4043
97.2,112.15,B,minor,0.3707
104.68,119.63,B,minor,0.4436
112.15,127.11,B,minor,0.4406
119.63,134.58,A,minor,0.5022
127.11,142.06,D,major,0.6775
134.58,149.54,D,major,0.87
142.06,157.01,D,major,0.7623
149.54,164.49,A,major,0.6981
157.01,171.46,A,major,0.6668
