window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.8991
7.48,22.43,A,major,0.8302
14.95,29.91,F#,minor,0.7937
22.43,37.38,A,major,0.8396
29.91,44.86,F#,minor,0.8029
37.38,52.34,F#,minor,0.8111
44.86,59.81,A,major,0.8957
52.34,67.29,A,major,0.9178
59.81,74.77,A,major,0.9162
67.29,82.25,A,major,0.7701
74.77,89.72,E,major,0.7468
82.25,97.2,A,major,0.7717
89.72,104.68,A,major,0.7526
97.2,112.15,A,major,0.6227
104.68,119.63,F#,minor,0.7559
112.15,127.11,A,major,0.833
119.63,134.58,F#,minor,0.847
127.11,142.06,A,major,0.7947
134.58,149.54,E,major,0.7842
142.06,157.01,E,major,0.7488
149.54,164.49,A,major,0.8716
157.01,171.97,A,major,0.895
164.49,179.44,A,major,0.6716
171.97,186.92,A,major,0.8084
179.44,194.4,A,major,0.8847
186.92,201.87,E,major,0.8142
194.4,209.35,A,major,0.7849
201.87,216.83,A,major,0.7719
209.35,224.3,F#,minor,0.7291
216.83,231.78,A,major,0.6453
224.3,239.26,A,major,0.6803
231.78,246.74,A,major,0.706
239.26,254.21,C#,minor,0.7532
246.74,261.69,F#,minor,0.8141
254.21,269.17,F#,minor,0.8375
261.69,276.64,A,major,0.7189
269.17,284.12,A,major,0.7178
276.64,287.63,E,major,0.7534
