window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.8944
7.48,22.43,D,major,0.7309
14.95,29.91,D,major,0.7998
22.43,37.38,D,major,0.7831
29.91,44.86,D,major,0.6892
37.38,52.34,G,major,0.7041
44.86,59.81,D,major,0.6995
52.34,67.29,D,major,0.7715
59.81,74.77,D,major,0.7342
67.29,82.25,D,major,0.7832
74.77,89.72,D,major,0.7988
82.25,97.2,D,major,0.6552
89.72,104.68,D,major,0.6666
97.2,112.15,G,major,0.7328
104.68,119.63,D,major,0.7914
112.15,127.11,D,major,0.901
119.63,134.58,D,major,0.7571
127.11,142.06,F#,minor,0.5774
134.58,149.54,D,major,0.8411
142.06,157.01,D,major,0.9089
149.54,164.49,D,major,0.8942
157.01,171.97,D,major,0.8215
164.49,179.44,A,minor,0.4903
171.97,186.92,A,minor,0.4397
179.44,194.4,D,major,0.5597
186.92,201.87,D,major,0.6885
194.4,209.35,D,major,0.7975
201.87,216.83,D,major,0.8132
209.35,224.3,D,major,0.7998
216.83,231.78,D,major,0.8477
224.3,239.26,D,major,0.9387
231.78,243.39,D,major,0.8496
