window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,major,0.4744
7.48,22.43,A#,major,0.3742
14.95,29.91,D,minor,0.3231
22.43,37.38,A#,major,0.3652
29.91,44.86,F,minor,0.33
37.38,52.34,F,minor,0.3196
44.86,59.81,A#,major,0.4365
52.34,67.29,A#,major,0.4694
59.81,74.77,D#,major,0.3078
67.29,82.25,D#,major,0.298
74.77,89.72,A#,major,0.2788
82.25,97.2,D#,major,0.2657
89.72,104.68,D#,major,0.3072
97.2,112.15,A#,major,0.3801
104.68,119.63,F,minor,0.289
112.15,127.11,F,minor,0.3271
119.63,134.58,D#,major,0.4635
127.11,142.06,D#,major,0.4834
134.58,149.54,D#,major,0.301
142.06,157.01,D#,major,0.4462
149.54,164.49,D#,major,0.609
157.01,171.97,A#,major,0.5774
164.49,179.44,A#,major,0.5693
171.97,186.92,A#,major,0.6878
179.44,194.4,A#,major,0.5711
186.92,201.87,F,minor,0.3788
194.4,209.35,F,minor,0.3193
201.87,216.83,F,minor,0.3376
209.35,224.3,D#,major,0.6489
216.83,231.78,D#,major,0.7617
224.3,239.26,C,minor,0.499
231.78,246.74,D#,major,0.4592
239.26,254.21,D#,major,0.3751
246.74,261.69,A#,major,0.4872
254.21,269.17,D#,major,0.8801
261.69,272.56,D#,major,0.8901
