window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.8493
7.48,22.43,G,major,0.5424
14.95,29.91,G,major,0.3867
22.43,37.38,G,major,0.3767
29.91,44.86,G,major,0.3773
37.38,52.34,G,major,0.412
44.86,59.81,G,major,0.4677
52.34,67.29,G,major,0.4572
59.81,74.77,G,major,0.3626
67.29,82.25,G#,minor,0.3874
74.77,89.72,G#,minor,0.4155
82.25,97.2,G,minor,0.3808
89.72,104.68,G,major,0.4042
97.2,112.15,G,major,0.419
104.68,119.63,G,major,0.4055
112.15,127.11,G,major,0.3933
119.63,134.58,G,major,0.4122
127.11,142.06,B,minor,0.5777
134.58,149.54,D,major,0.6831
142.06,157.01,B,minor,0.4137
149.54,164.49,G#,minor,0.4505
157.01,171.97,G,major,0.3478
164.49,179.44,G#,major,0.4133
171.97,186.92,C#,major,0.5643
179.44,187.45,C#,major,0.5895
