window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.466
7.48,22.43,F,major,0.6225
14.95,29.91,F,major,0.6808
22.43,37.38,A,minor,0.7689
29.91,44.86,A,minor,0.7862
37.38,52.34,A,minor,0.6553
44.86,59.81,F,major,0.551
52.34,67.29,F,major,0.6657
59.81,74.77,F,major,0.5238
67.29,82.25,F,major,0.5016
74.77,89.72,F,major,0.6452
82.25,97.2,F,major,0.6432
89.72,104.68,F,major,0.7087
97.2,112.15,F,major,0.7934
104.68,119.63,F,major,0.8421
112.15,127.11,A,minor,0.814
119.63,134.58,F,major,0.7524
127.11,142.06,F,major,0.58
134.58,149.54,F,major,0.5598
142.06,157.01,F,major,0.6828
149.54,164.49,F,major,0.5847
157.01,171.97,F,major,0.5433
164.49,179.44,F,major,0.5533
171.97,186.92,D,minor,0.7222
179.44,194.4,D,minor,0.8826
186.92,201.87,F,major,0.7424
194.4,209.35,A#,minor,0.6263
201.87,216.83,A#,minor,0.7219
209.35,224.3,A#,minor,0.6634
216.83,231.78,D#,minor,0.6884
224.3,239.26,A#,minor,0.657
231.78,246.74,A#,minor,0.5986
239.26,254.21,E,major,0.3661
246.74,256.0,E,major,0.6256
