window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G#,major,0.6606
7.48,22.43,C#,major,0.5997
14.95,29.91,G#,major,0.5468
22.43,37.38,C#,major,0.5978
29.91,44.86,C#,major,0.6382
37.38,52.34,G#,major,0.5333
44.86,59.81,G#,major,0.6785
52.34,67.29,C,minor,0.8142
59.81,74.77,C,minor,0.7696
67.29,82.25,G#,major,0.6888
74.77,89.72,G#,major,0.5465
82.25,97.2,C#,major,0.554
89.72,104.68,C#,major,0.6237
97.2,112.15,C#,major,0.5656
104.68,119.63,G#,major,0.4997
112.15,127.11,G#,major,0.6484
119.63,134.58,C,minor,0.8136
127.11,142.06,C,minor,0.8581
134.58,149.54,C,minor,0.7297
142.06,157.01,D#,major,0.6991
149.54,164.49,C,minor,0.7425
157.01,171.97,C,minor,0.8008
164.49,179.44,G#,major,0.768
171.97,186.92,C#,major,0.6283
179.44,193.49,G#,major,0.737
