window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.8107
7.48,22.43,A,major,0.5441
14.95,29.91,A,major,0.5777
22.43,37.38,C#,minor,0.4452
29.91,44.86,F#,major,0.5616
37.38,52.34,B,minor,0.431
44.86,59.81,G,major,0.7012
52.34,67.29,G,major,0.5711
59.81,74.77,B,minor,0.488
67.29,82.25,B,minor,0.3921
74.77,89.72,F#,major,0.5096
82.25,97.2,F#,major,0.7232
89.72,104.68,C#,minor,0.679
97.2,112.15,A,major,0.7186
104.68,119.63,A,major,0.5483
112.15,127.11,E,major,0.5922
119.63,134.58,F#,major,0.4964
127.11,142.06,B,minor,0.4888
134.58,149.54,G,major,0.6056
142.06,157.01,G,major,0.5338
149.54,164.49,B,minor,0.5509
157.01,171.97,F#,major,0.5448
164.49,179.44,F#,major,0.6167
171.97,186.92,F#,major,0.8006
179.44,194.4,F#,major,0.7255
186.92,201.87,F#,major,0.6286
194.4,209.35,F#,major,0.6606
201.87,216.83,F#,major,0.6512
209.35,224.3,F#,major,0.8585
216.83,231.71,F#,minor,0.6329
