window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A#,major,0.9858
7.48,22.43,A#,major,0.9845
14.95,29.91,A#,major,0.868
22.43,37.38,A#,major,0.5596
29.91,44.86,A#,major,0.5926
37.38,52.34,A#,major,0.3393
44.86,59.81,A#,major,0.2644
52.34,67.29,F,major,0.3715
59.81,74.77,A#,major,0.4204
67.29,82.25,A#,major,0.6521
74.77,89.72,F,minor,0.4349
82.25,97.2,F,minor,0.3839
89.72,104.68,A#,major,0.4443
97.2,112.15,A#,major,0.5456
104.68,119.63,A#,major,0.7565
112.15,127.11,A#,major,0.8611
119.63,134.58,A#,major,0.8412
127.11,142.06,A#,major,0.5631
134.58,149.54,A#,major,0.4163
142.06,157.01,F,minor,0.396
149.54,164.49,F,minor,0.409
157.01,171.97,A#,major,0.4348
164.49,179.44,D#,major,0.457
171.97,186.92,D#,major,0.384
179.44,194.4,A#,major,0.3958
186.92,201.87,A#,major,0.8128
194.4,209.35,D#,minor,0.6706
201.87,216.83,E,minor,0.3337
209.35,224.3,E,minor,0.4646
216.83,231.78,E,minor,0.4447
224.3,239.26,C,major,0.5555
231.78,246.74,C,major,0.4111
239.26,254.21,F,minor,0.4127
246.74,261.69,C,major,0.4431
254.21,267.17,C,major,0.8023
