window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.9179
7.48,22.43,E,minor,0.6508
14.95,29.91,E,major,0.6297
22.43,37.38,E,major,0.7282
29.91,44.86,A,major,0.6363
37.38,52.34,A,major,0.5323
44.86,59.81,A,major,0.4969
52.34,67.29,D,major,0.6154
59.81,74.77,D,major,0.7133
67.29,82.25,D,major,0.5899
74.77,89.72,A,minor,0.6171
82.25,97.2,E,minor,0.7221
89.72,104.68,E,minor,0.8023
97.2,112.15,E,minor,0.8008
104.68,119.63,E,minor,0.744
112.15,127.11,E,minor,0.6563
119.63,134.58,D,major,0.6576
127.11,142.06,D,major,0.6455
134.58,149.54,A,major,0.6459
142.06,157.01,D,major,0.6853
149.54,164.49,D,major,0.7015
157.01,171.97,E,minor,0.5572
164.49,179.44,C,major,0.5416
171.97,186.92,E,minor,0.6558
179.44,194.4,E,minor,0.7919
186.92,201.87,E,minor,0.7681
194.4,209.35,E,minor,0.6971
201.87,216.83,E,minor,0.7812
209.35,224.3,A,major,0.6674
216.83,226.63,A,major,0.4456
