window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.755
7.48,22.43,A,major,0.6535
14.95,29.91,B,minor,0.6626
22.43,37.38,A,major,0.6093
29.91,44.86,E,major,0.6265
37.38,52.34,B,minor,0.7238
44.86,59.81,B,minor,0.7047
52.34,67.29,B,minor,0.6997
59.81,74.77,B,minor,0.677
67.29,82.25,B,minor,0.6815
74.77,89.72,A,major,0.6974
82.25,97.2,B,minor,0.6284
89.72,104.68,B,minor,0.6047
97.2,112.15,E,major,0.5683
104.68,119.63,E,major,0.6457
112.15,127.11,E,major,0.5783
119.63,134.58,B,minor,0.5994
127.11,142.06,E,major,0.6528
134.58,149.54,B,major,0.69
142.06,157.01,B,minor,0.6061
149.54,164.49,B,minor,0.6067
157.01,171.97,E,major,0.5295
164.49,177.45,B,major,0.6807
