window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.8345
7.48,22.43,D,major,0.8441
14.95,29.91,D,major,0.8784
22.43,37.38,D,major,0.8329
29.91,44.86,B,minor,0.6044
37.38,52.34,B,minor,0.6491
44.86,59.81,D,major,0.7257
52.34,67.29,D,major,0.7429
59.81,74.77,D,major,0.7488
67.29,82.25,D,major,0.5975
74.77,89.72,B,minor,0.6706
82.25,97.2,B,minor,0.703
89.72,104.68,D,major,0.6646
97.2,112.15,D,major,0.6915
104.68,119.63,D,major,0.7568
112.15,127.11,D,major,0.7402
119.63,134.58,B,minor,0.6984
127.11,142.06,D,major,0.6826
134.58,149.54,D,major,0.762
142.06,157.01,D,major,0.8658
149.54,164.49,D,major,0.8181
157.01,171.97,D,major,0.7912
164.49,179.44,D,major,0.6658
171.97,186.92,B,minor,0.5754
179.44,194.4,D,major,0.8027
186.92,200.36,D,major,0.7656
