window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.6021
7.48,22.43,A,major,0.6156
14.95,29.91,A,major,0.6383
22.43,37.38,A,major,0.5145
29.91,44.86,A,major,0.4768
37.38,52.34,A,major,0.608
44.86,59.81,D,major,0.684
52.34,67.29,D,major,0.7305
59.81,74.77,D,major,0.5402
67.29,82.25,E,minor,0.619
74.77,89.72,D,major,0.5776
82.25,97.2,G,major,0.6685
89.72,104.68,D,major,0.6215
97.2,112.15,D,major,0.6145
104.68,119.63,D,major,0.6433
112.15,127.11,D,major,0.7133
119.63,134.58,D,major,0.7157
127.11,142.06,D,major,0.7114
134.58,149.54,D,major,0.5506
142.06,157.01,E,minor,0.603
149.54,164.49,G,major,0.5984
157.01,171.97,G,major,0.6272
164.49,179.44,G,major,0.8458
171.97,186.92,D,major,0.7937
179.44,194.4,D,major,0.5896
186.92,201.87,G,major,0.738
194.4,209.35,G,major,0.7971
201.87,212.69,G,major,0.7462
