window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A#,major,0.7047
7.48,22.43,A#,major,0.5443
14.95,29.91,A#,major,0.5131
22.43,37.38,A#,major,0.4847
29.91,44.86,A#,major,0.4966
37.38,52.34,A#,major,0.4525
44.86,59.81,A#,major,0.5703
52.34,67.29,A#,major,0.6819
59.81,74.77,A#,major,0.7867
67.29,82.25,A#,major,0.6444
74.77,89.72,A#,major,0.674
82.25,97.2,A#,major,0.7709
89.72,104.68,A#,major,0.6374
97.2,112.15,A#,major,0.5887
104.68,119.63,A#,major,0.5127
112.15,127.11,F,minor,0.4268
119.63,134.58,G#,major,0.5255
127.11,142.06,C#,minor,0.6532
134.58,149.54,E,major,0.6435
142.06,157.01,E,major,0.6093
149.54,164.49,A#,major,0.3456
157.01,171.97,A#,major,0.6869
164.49,179.44,A#,major,0.8112
171.97,186.92,A#,major,0.7736
179.44,194.4,G,minor,0.7257
186.92,200.97,G,minor,0.7958
