window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.6117
7.48,22.43,D,minor,0.8331
14.95,29.91,D,minor,0.628
22.43,37.38,F,major,0.6848
29.91,44.86,D,minor,0.7067
37.38,52.34,G,major,0.5658
44.86,59.81,D,major,0.5657
52.34,67.29,C,major,0.7178
59.81,74.77,C,major,0.7456
67.29,82.25,D,minor,0.7011
74.77,89.72,D,minor,0.741
82.25,97.2,D,minor,0.6453
89.72,104.68,C,major,0.744
97.2,112.15,F,major,0.6755
104.68,119.63,F,major,0.8368
112.15,127.11,C,major,0.5831
119.63,134.58,C,major,0.7321
127.11,142.06,C,major,0.6973
134.58,149.54,C,major,0.6855
142.06,153.76,C,major,0.5654
