window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.4421
7.48,22.43,A,minor,0.5276
14.95,29.91,A,minor,0.4647
22.43,37.38,G,minor,0.4446
29.91,44.86,A,minor,0.5081
37.38,52.34,G,major,0.5185
44.86,59.81,E,minor,0.5374
52.34,67.29,A,minor,0.4975
59.81,74.77,A,minor,0.4259
67.29,82.25,A,minor,0.5303
74.77,89.72,A,minor,0.4622
82.25,97.2,A,minor,0.5151
89.72,104.68,A,minor,0.6336
97.2,112.15,E,minor,0.5277
104.68,119.63,E,minor,0.376
112.15,127.11,A,minor,0.4457
119.63,134.58,A#,major,0.6535
127.11,142.06,D#,major,0.7107
134.58,149.54,C,minor,0.7215
142.06,157.01,F,major,0.7641
149.54,164.49,A,minor,0.6048
157.01,171.97,A,minor,0.6408
164.49,179.44,A,minor,0.6478
171.97,186.92,D,minor,0.6349
179.44,193.86,D,major,0.8675
