window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.3926
7.48,22.43,A,minor,0.5081
14.95,29.91,A,minor,0.4834
22.43,37.38,D,major,0.4486
29.91,44.86,A,minor,0.4954
37.38,52.34,A,minor,0.5381
44.86,59.81,A,minor,0.5045
52.34,67.29,A,minor,0.5609
59.81,74.77,A,minor,0.6314
67.29,82.25,A,minor,0.5931
74.77,89.72,A,minor,0.5451
82.25,97.2,A,minor,0.4826
89.72,104.68,A,minor,0.5303
97.2,112.15,A,minor,0.5925
104.68,119.63,A,minor,0.5168
112.15,127.11,A,minor,0.4867
119.63,134.58,A,minor,0.5563
127.11,142.06,A,minor,0.6094
134.58,149.54,A,minor,0.6026
142.06,157.01,A,minor,0.5635
149.54,164.49,A,minor,0.5245
157.01,171.97,A,minor,0.5251
164.49,179.44,A,minor,0.6085
171.97,186.92,A,minor,0.6916
179.44,194.4,A,minor,0.5406
186.92,201.87,A,minor,0.5078
194.4,209.35,A,minor,0.6162
201.87,216.83,A,minor,0.6512
209.35,224.3,A,minor,0.6076
216.83,231.78,A,minor,0.384
224.3,239.26,A#,minor,0.3899
231.78,246.74,F#,major,0.776
239.26,254.21,F#,major,0.701
246.74,261.69,A#,minor,0.4161
254.21,269.17,D#,major,0.4913
261.69,273.48,D#,minor,0.5719
