window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,minor,0.7709
7.48,22.43,E,major,0.8466
14.95,29.91,E,major,0.69
22.43,37.38,F,minor,0.3624
29.91,44.86,G#,minor,0.2403
37.38,52.34,D,major,0.2084
44.86,59.81,G#,minor,0.4224
52.34,67.29,G#,major,0.5507
59.81,74.77,G#,major,0.3594
67.29,82.25,G#,minor,0.307
74.77,89.72,E,major,0.3223
82.25,97.2,G#,minor,0.2819
89.72,104.68,D#,major,0.2948
97.2,112.15,G,minor,0.1711
104.68,119.63,F#,minor,0.3302
112.15,127.11,G#,minor,0.4501
119.63,134.58,G#,minor,0.4505
127.11,142.06,E,major,0.3113
134.58,149.54,G#,minor,0.2935
142.06,157.01,D,minor,0.3649
149.54,164.49,D,minor,0.4152
157.01,171.97,F,minor,0.4483
164.49,179.44,F,minor,0.4501
171.97,186.92,F,minor,0.3491
179.44,194.4,G#,minor,0.3663
186.92,201.87,G#,minor,0.2977
194.4,209.35,G#,minor,0.2731
201.87,216.83,G#,minor,0.4115
209.35,224.3,G#,minor,0.3375
216.83,231.78,G#,minor,0.2399
224.3,239.26,G#,minor,0.2298
231.78,246.74,D,major,0.4652
239.26,249.78,A,major,0.4932
