window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.4869
7.48,22.43,F#,minor,0.6637
14.95,29.91,A,major,0.5026
22.43,37.38,C#,major,0.6894
29.91,44.86,C#,minor,0.6507
37.38,52.34,C#,minor,0.4657
44.86,59.81,E,minor,0.4027
52.34,67.29,E,major,0.5457
59.81,74.77,C#,minor,0.5039
67.29,82.25,C#,minor,0.418
74.77,89.72,F#,minor,0.5801
82.25,97.2,F#,minor,0.5085
89.72,104.68,C#,major,0.4755
97.2,112.15,C#,minor,0.3715
104.68,119.63,C#,minor,0.3295
112.15,127.11,E,minor,0.3741
119.63,134.58,C#,minor,0.5407
127.11,142.06,C#,minor,0.5011
134.58,149.54,C#,minor,0.4452
142.06,157.01,C#,major,0.4493
149.54,164.49,B,major,0.5971
157.01,171.97,B,major,0.7013
164.49,179.44,E,major,0.7408
171.97,186.92,C#,minor,0.622
179.44,194.4,E,major,0.5513
186.92,201.87,C#,minor,0.5267
194.4,209.35,C#,minor,0.4619
201.87,216.83,A,major,0.7029
209.35,221.22,A,major,0.7134
