window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,minor,0.6286
7.48,22.43,D#,minor,0.6435
14.95,29.91,D#,minor,0.7292
22.43,37.38,D#,minor,0.7422
29.91,44.86,D#,minor,0.6028
37.38,52.34,D#,minor,0.5394
44.86,59.81,C#,major,0.5752
52.34,67.29,G#,major,0.4872
59.81,74.77,C#,minor,0.4303
67.29,82.25,A,major,0.5258
74.77,89.72,D#,minor,0.3962
82.25,97.2,D#,minor,0.6304
89.72,104.68,D#,minor,0.8782
97.2,112.15,D#,minor,0.871
104.68,119.63,B,major,0.7442
112.15,127.11,C#,major,0.6003
119.63,134.58,C#,major,0.6547
127.11,142.06,G#,major,0.5282
134.58,149.54,C#,minor,0.4875
142.06,157.01,C#,minor,0.5049
149.54,164.49,B,major,0.5329
157.01,171.97,B,major,0.668
164.49,179.44,B,major,0.7132
171.97,186.92,D#,minor,0.6667
179.44,194.4,D#,minor,0.6563
186.92,201.87,D#,minor,0.7788
194.4,209.35,D#,minor,0.6329
201.87,216.83,D#,minor,0.582
209.35,224.3,D#,minor,0.6531
216.83,231.78,C#,minor,0.476
224.3,239.26,C#,minor,0.5244
231.78,246.74,C#,minor,0.418
239.26,254.21,D#,minor,0.45
246.74,261.69,D#,minor,0.5607
254.21,269.17,F#,major,0.5856
261.69,276.64,F#,major,0.7417
269.17,279.22,F#,major,0.7051
