window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,minor,0.5442
7.48,22.43,D,major,0.502
14.95,29.91,E,major,0.6991
22.43,37.38,E,major,0.6908
29.91,44.86,A,major,0.5381
37.38,52.34,A,major,0.5072
44.86,59.81,A,minor,0.3994
52.34,67.29,D,minor,0.4384
59.81,74.77,F,major,0.4474
67.29,82.25,E,major,0.5929
74.77,89.72,E,major,0.7143
82.25,97.2,E,major,0.5975
89.72,104.68,E,major,0.6154
97.2,112.15,D,major,0.5475
104.68,119.63,D,major,0.745
112.15,127.11,D,minor,0.7061
119.63,134.58,C,major,0.648
127.11,142.06,E,major,0.5117
134.58,149.54,E,major,0.599
142.06,157.01,E,minor,0.6129
149.54,164.49,D,major,0.7627
157.01,171.97,D,major,0.7893
164.49,179.44,D,major,0.8523
171.97,186.92,F,major,0.5343
179.44,194.4,F,major,0.5083
186.92,201.87,A,minor,0.3787
194.4,209.35,E,major,0.6225
201.87,216.83,E,major,0.6652
209.35,224.3,D,major,0.6459
216.83,231.78,D,major,0.684
224.3,238.35,D,major,0.7081
