window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,minor,0.8483
7.48,22.43,E,minor,0.8168
14.95,29.91,E,minor,0.6188
22.43,37.38,E,minor,0.6316
29.91,44.86,E,minor,0.5712
37.38,52.34,G,major,0.632
44.86,59.81,B,minor,0.6027
52.34,67.29,B,minor,0.62
59.81,74.77,B,minor,0.8381
67.29,82.25,B,minor,0.8449
74.77,89.72,B,minor,0.6809
82.25,97.2,E,major,0.5471
89.72,104.68,E,major,0.6257
97.2,112.15,E,minor,0.7295
104.68,119.63,B,minor,0.6938
112.15,127.11,B,minor,0.6351
119.63,134.58,B,minor,0.6694
127.11,142.06,B,minor,0.8619
134.58,149.54,B,minor,0.8062
142.06,157.01,E,minor,0.6974
149.54,164.49,E,minor,0.7787
157.01,171.97,E,minor,0.7791
164.49,179.44,B,minor,0.7114
171.97,186.92,B,minor,0.9027
179.44,194.4,B,minor,0.9453
186.92,201.87,B,minor,0.8061
194.4,209.35,E,major,0.4979
201.87,216.55,E,major,0.3947
