window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.8032
7.48,22.43,A,minor,0.779
14.95,29.91,A,major,0.5769
22.43,37.38,F#,minor,0.6083
29.91,44.86,A,major,0.595
37.38,52.34,A,major,0.8077
44.86,59.81,E,major,0.7876
52.34,67.29,E,major,0.8499
59.81,74.77,E,major,0.731
67.29,82.25,F#,minor,0.5452
74.77,89.72,A,minor,0.8286
82.25,97.2,A,minor,0.7409
89.72,104.68,A,major,0.6763
97.2,112.15,A,major,0.7713
104.68,119.63,A,major,0.7671
112.15,127.11,E,major,0.7975
119.63,134.58,E,major,0.7265
127.11,142.06,A,major,0.5449
134.58,149.54,A,minor,0.8645
142.06,157.01,A,minor,0.7794
149.54,164.49,A,minor,0.769
157.01,171.97,A,minor,0.9374
164.49,179.44,A,minor,0.8981
171.97,186.92,A,minor,0.8727
179.44,194.4,E,major,0.6531
186.92,201.87,E,major,0.9099
194.4,209.35,E,major,0.7797
201.87,216.83,E,major,0.6889
209.35,224.3,A,major,0.5906
216.83,231.78,A,minor,0.8393
224.3,239.26,A,minor,0.8135
231.78,243.25,A,minor,0.7052
