window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G#,minor,0.7781
7.48,22.43,G#,minor,0.7117
14.95,29.91,G#,minor,0.8354
22.43,37.38,B,major,0.7636
29.91,44.86,G#,minor,0.6585
37.38,52.34,B,major,0.5869
44.86,59.81,G#,minor,0.6503
52.34,67.29,G#,major,0.5719
59.81,74.77,D#,major,0.6055
67.29,82.25,G#,minor,0.5128
74.77,89.72,B,minor,0.5546
82.25,97.2,G#,minor,0.696
89.72,104.68,G#,minor,0.7597
97.2,112.15,G#,minor,0.8095
104.68,119.63,G#,minor,0.8056
112.15,127.11,G#,minor,0.7082
119.63,134.58,B,major,0.7132
127.11,142.06,B,major,0.7631
134.58,149.54,G#,minor,0.6749
142.06,157.01,D#,major,0.5624
149.54,164.49,G#,minor,0.4149
157.01,171.97,B,minor,0.5145
164.49,179.44,B,major,0.7555
171.97,186.92,B,major,0.8367
179.44,194.4,B,major,0.6216
186.92,201.87,B,major,0.8213
194.4,209.35,B,major,0.8202
201.87,216.83,B,major,0.7377
209.35,224.3,G#,minor,0.6141
216.83,231.78,B,major,0.5765
224.3,239.26,B,major,0.758
231.78,246.74,G#,minor,0.6536
239.26,254.21,F#,major,0.6266
246.74,261.69,B,major,0.8129
254.21,269.17,B,major,0.8235
261.69,271.63,B,major,0.7673
