window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.8211
7.48,22.43,E,major,0.6846
14.95,29.91,G#,minor,0.5157
22.43,37.38,E,major,0.7023
29.91,44.86,E,major,0.8219
37.38,52.34,E,major,0.7865
44.86,59.81,E,minor,0.8653
52.34,67.29,E,major,0.7793
59.81,74.77,B,major,0.6803
67.29,82.25,A,minor,0.5811
74.77,89.72,A,minor,0.4971
82.25,97.2,G,minor,0.3696
89.72,104.68,F,major,0.4857
97.2,112.15,F,major,0.4363
104.68,119.63,G#,minor,0.3854
112.15,127.11,E,major,0.5228
119.63,134.58,E,major,0.8374
127.11,142.06,E,major,0.8162
134.58,149.54,E,minor,0.8489
142.06,157.01,E,minor,0.7734
149.54,164.49,B,major,0.7629
157.01,171.97,A,minor,0.5073
164.49,179.44,A,minor,0.5544
171.97,186.92,A,minor,0.3778
179.44,194.4,F,major,0.4558
186.92,201.87,F,major,0.8882
194.4,209.35,F,major,0.8336
201.87,216.83,A,minor,0.3492
209.35,224.3,A,minor,0.3648
216.83,231.78,F,major,0.7169
224.3,239.26,F,major,0.5737
231.78,246.74,F,major,0.5104
239.26,254.21,F,major,0.6113
246.74,261.69,A,minor,0.6111
254.21,269.17,A,minor,0.5768
261.69,276.64,F,major,0.9255
269.17,283.82,F,major,0.8699
