window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.7405
7.48,22.43,C#,minor,0.753
14.95,29.91,C#,minor,0.734
22.43,37.38,C#,minor,0.824
29.91,44.86,C#,minor,0.6403
37.38,52.34,F#,minor,0.5008
44.86,59.81,C#,minor,0.6675
52.34,67.29,C#,minor,0.7895
59.81,74.77,A,major,0.7844
67.29,82.25,A,major,0.8051
74.77,89.72,A,major,0.7239
82.25,97.2,A,major,0.7643
89.72,104.68,C#,minor,0.8165
97.2,112.15,C#,minor,0.6863
104.68,119.63,A,major,0.5137
112.15,127.11,C#,minor,0.479
119.63,134.58,A,major,0.6954
127.11,142.06,A,major,0.8064
134.58,149.54,A,major,0.8442
142.06,157.01,A,major,0.7416
149.54,164.49,E,minor,0.7211
157.01,171.97,F,major,0.7756
164.49,179.44,G,minor,0.5436
171.97,186.92,D,major,0.7506
179.44,194.4,C#,minor,0.7152
186.92,201.87,A,major,0.7943
194.4,209.35,A,major,0.6791
201.87,216.83,C#,minor,0.725
209.35,224.3,A,major,0.9319
216.83,230.39,A,major,0.7058
