idx,tag,bestdori_id,match_method,official_bpm,official_bpm_min,official_bpm_max,n_unique_bpm,dominant_coverage
501,raise_a_suilen__501,160,band+title,140.0,140.0,140.0,1,1.0
502,raise_a_suilen__502,606,band+title,172.0,172.0,172.0,1,1.0
503,raise_a_suilen__503,301,band+title,188.0,188.0,188.0,1,1.0
504,raise_a_suilen__504,579,band+title,127.0,127.0,127.0,1,1.0
505,raise_a_suilen__505,325,band+title,140.0,42.0,140.0,6,0.6222820531576291
506,raise_a_suilen__506,360,band+title,142.0,142.0,142.0,1,1.0
507,raise_a_suilen__507,505,band+title,145.0,145.0,145.0,1,1.0
508,raise_a_suilen__508,495,band+title,188.0,188.0,188.0,1,1.0
509,raise_a_suilen__509,549,band+title,188.0,188.0,188.0,1,1.0
510,raise_a_suilen__510,339,band+title,200.0,200.0,200.0,1,1.0
511,raise_a_suilen__511,440,band+title,170.0,170.0,170.0,1,1.0
512,raise_a_suilen__512,348,band+title,155.0,155.0,155.0,1,1.0
513,raise_a_suilen__513,399,band+title,205.0,205.0,205.0,1,1.0
514,raise_a_suilen__514,602,band+title,203.0,160.0,203.0,3,0.8080843936782474
515,raise_a_suilen__515,383,band+title,148.0,148.0,148.0,1,1.0
516,raise_a_suilen__516,26,title-unique,180.0,180.0,180.0,1,1.0
517,raise_a_suilen__517,32,title-unique,176.0,176.0,176.0,1,1.0
518,raise_a_suilen__518,33,title-unique,174.0,174.0,174.0,1,1.0
519,raise_a_suilen__519,35,title-unique,138.0,138.0,138.0,1,1.0
520,raise_a_suilen__520,41,title-unique,180.0,180.0,180.0,1,1.0
521,raise_a_suilen__521,60,title-unique,172.0,172.0,172.0,1,1.0
522,raise_a_suilen__522,65,title-unique,158.0,158.0,158.0,1,1.0
523,raise_a_suilen__523,28,title-unique,180.0,180.0,180.0,1,1.0
524,raise_a_suilen__524,37,title-unique,215.0,215.0,215.0,1,1.0
526,raise_a_suilen__526,26,title-unique,180.0,180.0,180.0,1,1.0
527,raise_a_suilen__527,160,band+title,140.0,140.0,140.0,1,1.0
533,raise_a_suilen__533,672,band+title,136.0,136.0,136.0,1,1.0
534,raise_a_suilen__534,647,band+title,200.0,200.0,200.0,1,1.0
535,raise_a_suilen__535,725,band+title,195.0,195.0,195.0,1,1.0
536,raise_a_suilen__536,755,band+title,190.0,190.0,190.0,1,1.0
537,raise_a_suilen__537,706,band+title,190.0,190.0,190.0,1,1.0
538,raise_a_suilen__538,247,band+title,190.0,190.0,190.0,1,1.0
540,raise_a_suilen__540,652,band+title,204.0,204.0,204.0,1,1.0
541,raise_a_suilen__541,789,band+title,190.0,150.0,190.0,2,0.8320738874895046
542,raise_a_suilen__542,766,band+title,200.0,200.0,200.0,1,1.0
543,raise_a_suilen__543,623,band+title,170.0,170.0,170.0,1,1.0
544,raise_a_suilen__544,417,band+title,138.0,138.0,138.0,1,1.0
545,raise_a_suilen__545,375,band+title,76.0,76.0,76.0,1,1.0
546,raise_a_suilen__546,314,band+title,148.0,148.0,148.0,1,1.0
547,raise_a_suilen__547,662,band+title,180.0,180.0,180.0,1,1.0
548,raise_a_suilen__548,357,title-unique,196.0,196.0,196.0,1,1.0
549,raise_a_suilen__549,206,band+title,152.0,152.0,152.0,1,1.0
550,raise_a_suilen__550,272,band+title,174.0,174.0,174.0,1,1.0
551,raise_a_suilen__551,224,band+title,113.0,113.0,113.0,1,1.0
552,raise_a_suilen__552,426,band+title,142.0,142.0,142.0,1,1.0
553,raise_a_suilen__553,631,band+title,157.0,157.0,157.0,1,1.0
554,raise_a_suilen__554,679,band+title,134.0,134.0,134.0,1,1.0
555,raise_a_suilen__555,777,band+title,186.0,135.0,186.0,2,0.9934226536961398
556,raise_a_suilen__556,516,band+title,134.0,134.0,134.0,1,1.0
558,raise_a_suilen__558,570,band+title,150.0,150.0,150.0,1,1.0
559,raise_a_suilen__559,283,band+title,160.0,160.0,160.0,1,1.0
560,raise_a_suilen__560,397,band+title,191.0,191.0,191.0,1,1.0
561,raise_a_suilen__561,379,band+title,155.0,155.0,155.0,1,1.0
562,raise_a_suilen__562,593,band+title,170.0,170.0,170.0,1,1.0
563,raise_a_suilen__563,459,title-unique,200.0,200.0,200.0,1,1.0
564,raise_a_suilen__564,483,band+title,142.0,142.0,142.0,1,1.0
565,raise_a_suilen__565,446,band+title,142.0,142.0,142.0,1,1.0
566,raise_a_suilen__566,306,title-unique,192.0,192.0,192.0,1,1.0
567,raise_a_suilen__567,287,band+title,130.0,130.0,130.0,1,1.0
568,raise_a_suilen__568,386,band+title,100.0,100.0,100.0,1,1.0
569,raise_a_suilen__569,333,band+title,185.0,185.0,185.0,1,1.0
570,roselia__570,118,band+title,180.0,180.0,180.0,1,1.0
571,roselia__571,29,band+title,185.0,185.0,185.0,1,1.0
572,roselia__572,97,band+title,135.0,135.0,135.0,1,1.0
573,roselia__573,53,band+title,143.0,143.0,143.0,1,1.0
574,roselia__574,96,band+title,190.0,52.0,190.0,6,0.7957659895477989
575,roselia__575,30,band+title,170.0,170.0,170.0,1,1.0
576,roselia__576,119,band+title,144.0,144.0,144.0,1,1.0
577,roselia__577,75,band+title,182.0,182.0,182.0,1,1.0
578,roselia__578,76,band+title,190.0,190.0,190.0,1,1.0
579,roselia__579,56,band+title,187.0,187.0,187.0,1,1.0
580,roselia__580,111,band+title,85.0,85.0,85.0,1,1.0
581,roselia__581,31,band+title,195.0,195.0,195.0,1,1.0
582,roselia__582,149,band+title,188.0,188.0,188.0,1,1.0
583,roselia__583,159,band+title,192.0,192.0,192.0,1,1.0
584,roselia__584,187,band+title,150.0,42.0,150.0,9,0.6919561464678629
585,roselia__585,168,band+title,182.0,182.0,182.0,1,1.0
586,roselia__586,266,band+title,114.0,114.0,114.0,1,1.0
587,roselia__587,250,band+title,205.0,205.0,205.0,1,1.0
589,roselia__589,200,band+title,123.0,123.0,246.0,2,0.8261688838825527
591,roselia__591,245,band+title,190.0,190.0,190.0,1,1.0
592,roselia__592,616,band+title,160.0,138.0,162.0,6,0.6918852846738456
593,roselia__593,558,band+title,185.0,185.0,185.0,1,1.0
594,roselia__594,310,band+title,198.0,198.0,198.0,1,1.0
595,roselia__595,330,band+title,174.0,174.0,174.0,1,1.0
596,roselia__596,585,band+title,185.0,185.0,185.0,1,1.0
597,roselia__597,609,band+title,190.0,70.0,190.0,3,0.6394450619802733
598,roselia__598,346,band+title,150.0,150.0,150.0,1,1.0
599,roselia__599,410,band+title,178.0,178.0,178.0,1,1.0
600,roselia__600,416,band+title,175.0,175.0,175.0,1,1.0
601,roselia__601,431,band+title,160.0,44.0,160.0,10,0.8449592090122814
602,roselia__602,411,band+title,185.0,185.0,185.0,1,1.0
603,roselia__603,332,band+title,122.0,122.0,122.0,1,1.0
604,roselia__604,323,band+title,159.0,159.0,159.0,1,1.0
605,roselia__605,165,band+title,180.0,180.0,180.0,1,1.0
606,roselia__606,696,band+title,191.0,191.0,191.0,1,1.0
607,roselia__607,665,band+title,120.0,120.0,120.0,1,1.0
608,roselia__608,690,band+title,186.0,186.0,186.0,1,1.0
609,roselia__609,714,band+title,192.0,192.0,192.0,1,1.0
610,roselia__610,713,band+title,190.0,190.0,190.0,1,1.0
611,roselia__611,793,band+title,193.0,193.0,193.0,1,1.0
612,roselia__612,271,band+title,153.0,153.0,153.0,1,1.0
613,roselia__613,746,band+title,230.0,230.0,230.0,1,1.0
614,roselia__614,153,band+title,195.0,195.0,195.0,1,1.0
615,roselia__615,717,band+title,154.0,154.0,154.0,1,1.0
616,roselia__616,142,band+title,182.0,182.0,182.0,1,1.0
617,roselia__617,511,band+title,185.0,185.0,185.0,1,1.0
618,roselia__618,771,band+title,104.0,104.0,104.0,1,1.0
619,roselia__619,473,band+title,200.0,200.0,200.0,1,1.0
620,roselia__620,618,band+title,174.0,174.0,174.0,1,1.0
621,roselia__621,638,band+title,178.0,178.0,178.0,1,1.0
622,roselia__622,453,band+title,196.0,98.0,196.0,2,0.898020371450599
623,roselia__623,492,band+title,189.0,189.0,189.0,1,1.0
624,roselia__624,543,band+title,160.0,160.0,160.0,1,1.0
625,roselia__625,584,band+title,200.0,200.0,200.0,1,1.0
626,roselia__626,175,band+title,195.0,195.0,195.0,1,1.0
627,roselia__627,291,band+title,195.0,195.0,195.0,1,1.0
628,roselia__628,350,band+title,125.0,69.0,125.0,3,0.9242479159115622
629,roselia__629,355,title-unique,148.0,148.0,148.0,1,1.0
630,roselia__630,337,band+title,193.0,193.0,193.0,1,1.0
631,roselia__631,328,band+title,193.0,85.0,193.0,4,0.8318919425344726
632,roselia__632,344,band+title,195.0,195.0,195.0,1,1.0
633,roselia__633,434,band+title,113.0,113.0,113.0,1,1.0
634,roselia__634,677,band+title,183.0,183.0,183.0,1,1.0
635,roselia__635,537,band+title,200.0,200.0,200.0,1,1.0
636,roselia__636,639,band+title,156.0,156.0,156.0,1,1.0
637,roselia__637,778,band+title,182.0,182.0,182.0,1,1.0
638,roselia__638,657,title-unique,90.0,46.0,90.0,13,0.7922578128808931
639,roselia__639,565,band+title,108.0,108.0,108.0,1,1.0
640,roselia__640,281,band+title,140.0,140.0,140.0,1,1.0
641,roselia__641,589,band+title,134.0,134.0,134.0,1,1.0
642,roselia__642,128,band+title,186.0,85.0,186.0,2,0.8640547043869546
643,roselia__643,87,band+title,140.0,85.0,140.0,2,0.8318298117695108
644,roselia__644,204,band+title,195.0,195.0,195.0,1,1.0
645,roselia__645,9,band+title,155.0,106.0,155.0,2,0.826106657233367
646,roselia__646,17,band+title,130.0,130.0,130.0,1,1.0
647,roselia__647,109,band+title,147.0,147.0,147.0,1,1.0
648,roselia__648,450,title-unique,167.0,167.0,167.0,1,1.0
649,roselia__649,137,band+title,145.0,145.0,145.0,1,1.0
650,roselia__650,477,band+title,175.0,32.0,175.0,15,0.8153176750362998
651,roselia__651,178,title-unique,205.0,205.0,205.0,1,1.0
652,roselia__652,71,band+title,142.0,142.0,142.0,1,1.0
653,roselia__653,84,band+title,138.0,138.0,138.0,1,1.0
655,roselia__655,406,band+title,206.0,206.0,206.0,1,1.0
656,roselia__656,430,title-unique,167.0,167.0,167.0,1,1.0
657,roselia__657,338,band+title,168.0,168.0,168.0,1,1.0
658,roselia__658,105,band+title,156.0,120.0,156.0,2,0.8036695937745413
659,roselia__659,361,band+title,166.0,166.0,166.0,1,1.0
