idx,tag,band,song,drum_tempo_bpm,n_candidates_in_range,base_in_range,selected_multiplier,selected_bpm,selected_acf,audio_status,cand_0.500_bpm,cand_0.500_acf,cand_0.667_bpm,cand_0.667_acf,cand_1.000_bpm,cand_1.000_acf,cand_1.500_bpm,cand_1.500_acf,cand_2.000_bpm,cand_2.000_acf
137,hello_happy_world__137,hello_happy_world,オレンジ,139.7,3,True,1.0,139.7,0.7264856696128845,ok,,,93.13333333333333,0.3969685137271881,139.7,0.7264856696128845,209.54999999999998,0.11086712032556534,,
138,hello_happy_world__138,hello_happy_world,Happy Girl,143.6,3,True,1.0,143.6,0.6640920042991638,ok,,,95.73333333333332,0.5332773327827454,143.6,0.6640920042991638,215.39999999999998,0.13472531735897064,,
139,hello_happy_world__139,hello_happy_world,ン・パカマーチ,117.5,2,True,1.0,117.5,0.43882620334625244,ok,,,,,117.5,0.43882620334625244,176.25,0.22950322926044464,,
140,hello_happy_world__140,hello_happy_world,サンバロハッピ〜！,129.2,3,True,1.0,129.2,0.6162717342376709,ok,,,86.13333333333333,0.5535105466842651,129.2,0.6162717342376709,193.79999999999998,0.16286203265190125,,
141,hello_happy_world__141,hello_happy_world,ボクらの夏's☆ショーたいむっ！！,89.1,3,True,1.0,89.1,0.7596245408058167,ok,,,,,89.1,0.7596245408058167,133.64999999999998,0.1613604873418808,178.2,0.5903638601303101
142,hello_happy_world__142,hello_happy_world,むすんでわらって,129.2,3,True,1.0,129.2,0.7553578615188599,ok,,,86.13333333333333,0.4320378601551056,129.2,0.7553578615188599,193.79999999999998,0.183978870511055,,
143,hello_happy_world__143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,156.6,2,True,1.0,156.6,0.6940640211105347,ok,,,104.39999999999999,0.4198801517486572,156.6,0.6940640211105347,,,,
144,hello_happy_world__144,hello_happy_world,らいふ・いず・みゅーじかるっ♪♪♪,139.7,3,True,1.0,139.7,0.6682759523391724,ok,,,93.13333333333333,0.36724263429641724,139.7,0.6682759523391724,209.54999999999998,0.1812010556459427,,
145,hello_happy_world__145,hello_happy_world,れっつ・スマイル・すとり〜みんぐっ♪,74.9,2,True,2.0,149.8,0.5482711791992188,ok,,,,,,,112.35000000000001,0.1979900598526001,149.8,0.5482711791992188
146,hello_happy_world__146,hello_happy_world,やっほー！いっぽ！わんだふぉー！,156.6,2,True,1.0,156.6,0.7144510746002197,ok,,,104.39999999999999,0.41668760776519775,156.6,0.7144510746002197,,,,
147,hello_happy_world__147,hello_happy_world,とーくとぅみー・とーくとぅゆー,136.0,3,True,1.0,136.0,0.7882362604141235,ok,,,90.66666666666666,0.5428088903427124,136.0,0.7882362604141235,204.0,0.12524403631687164,,
148,hello_happy_world__148,hello_happy_world,ハイタッチ／＼びりーばーず☆,166.7,2,True,1.0,166.7,0.8007009625434875,ok,,,111.13333333333333,0.4468977153301239,166.7,0.8007009625434875,,,,
149,hello_happy_world__149,hello_happy_world,Listen to Smile!,126.0,2,True,1.0,126.0,0.6916399598121643,ok,,,,,126.0,0.6916399598121643,189.0,0.3880469501018524,,
150,hello_happy_world__150,hello_happy_world,スマイリーキャロル,110.0,3,True,1.0,110.0,0.5969207882881165,ok,,,,,110.0,0.5969207882881165,165.0,0.28075653314590454,220.0,0.5017796754837036
151,hello_happy_world__151,hello_happy_world,えがお、み〜っけた！,143.6,3,True,1.0,143.6,0.6959329843521118,ok,,,95.73333333333332,0.5085761547088623,143.6,0.6959329843521118,215.39999999999998,0.10629726201295853,,
152,hello_happy_world__152,hello_happy_world,上海ハニー (Cover),129.2,3,True,1.0,129.2,0.74349445104599,ok,,,86.13333333333333,0.41664832830429077,129.2,0.74349445104599,193.79999999999998,0.12181653827428818,,
153,hello_happy_world__153,hello_happy_world,シル・ヴ・プレジデント (Cover),87.6,3,True,1.0,87.6,0.8068950176239014,ok,,,,,87.6,0.8068950176239014,131.39999999999998,0.09767544269561768,175.2,0.7339145541191101
154,hello_happy_world__154,hello_happy_world,ヒャダインのじょーじょーゆーじょー (Cover),99.4,3,True,1.0,99.4,0.747427761554718,ok,,,,,99.4,0.747427761554718,149.10000000000002,0.1836153268814087,198.8,0.6807737946510315
155,hello_happy_world__155,hello_happy_world,はいよろこんで (Cover),147.7,2,True,1.0,147.7,0.7071589827537537,ok,,,98.46666666666665,0.38254275918006897,147.7,0.7071589827537537,,,,
156,hello_happy_world__156,hello_happy_world,シカ色デイズ (Cover),92.3,3,True,1.0,92.3,0.6543538570404053,ok,,,,,92.3,0.6543538570404053,138.45,0.14028164744377136,184.6,0.5718083381652832
157,hello_happy_world__157,hello_happy_world,強風オールバック (Cover),136.0,3,True,1.0,136.0,0.8295710682868958,ok,,,90.66666666666666,0.3945748209953308,136.0,0.8295710682868958,204.0,0.07226245105266571,,
158,hello_happy_world__158,hello_happy_world,最高到達点 (Cover),132.5,3,True,1.0,132.5,0.8636239171028137,ok,,,88.33333333333333,0.4908425509929657,132.5,0.8636239171028137,198.75,0.11626454442739487,,
159,hello_happy_world__159,hello_happy_world,許婚っきゅん (Cover),147.7,2,True,1.0,147.7,0.7096632122993469,ok,,,98.46666666666665,0.5005389451980591,147.7,0.7096632122993469,,,,
160,hello_happy_world__160,hello_happy_world,新宝島 (Cover),156.6,2,True,1.0,156.6,0.808862566947937,ok,,,104.39999999999999,0.19059249758720398,156.6,0.808862566947937,,,,
161,hello_happy_world__161,hello_happy_world,ドレミファロンド (Cover),126.0,2,True,1.0,126.0,0.7010310292243958,ok,,,,,126.0,0.7010310292243958,189.0,0.3378317654132843,,
162,hello_happy_world__162,hello_happy_world,きゅうくらりん (Cover),110.0,3,True,1.0,110.0,0.6351219415664673,ok,,,,,110.0,0.6351219415664673,165.0,0.09680629521608353,220.0,0.43266263604164124
163,hello_happy_world__163,hello_happy_world,ロメオ (Cover),139.7,3,True,1.0,139.7,0.6932557225227356,ok,,,93.13333333333333,0.3131222128868103,139.7,0.6932557225227356,209.54999999999998,0.2393862009048462,,
164,hello_happy_world__164,hello_happy_world,エイリアンエイリアン (Cover),152.0,2,True,1.0,152.0,0.7493674755096436,ok,,,101.33333333333333,0.48283207416534424,152.0,0.7493674755096436,,,,
165,hello_happy_world__165,hello_happy_world,いーあるふぁんくらぶ (Cover),143.6,3,True,1.0,143.6,0.6931619048118591,ok,,,95.73333333333332,0.4434922933578491,143.6,0.6931619048118591,215.39999999999998,0.21324948966503143,,
166,hello_happy_world__166,hello_happy_world,回レ！雪月花 (Cover),79.5,2,True,2.0,159.0,0.5824341773986816,ok,,,,,,,119.25,0.16088886559009552,159.0,0.5824341773986816
167,hello_happy_world__167,hello_happy_world,恋愛裁判 (Cover),132.5,3,True,1.0,132.5,0.5401458740234375,ok,,,88.33333333333333,0.44962844252586365,132.5,0.5401458740234375,198.75,0.1314070224761963,,
168,hello_happy_world__168,hello_happy_world,TOMORROW (Cover),132.5,3,True,1.0,132.5,0.7010918855667114,ok,,,88.33333333333333,0.4116806983947754,132.5,0.7010918855667114,198.75,0.1730348765850067,,
169,hello_happy_world__169,hello_happy_world,GO! GO! MANIAC (Cover),126.0,2,True,1.0,126.0,0.6142803430557251,ok,,,,,126.0,0.6142803430557251,189.0,0.25792139768600464,,
170,hello_happy_world__170,hello_happy_world,Dragon Night (Cover),123.0,2,True,1.0,123.0,0.8027858734130859,ok,,,,,123.0,0.8027858734130859,184.5,0.11894848942756653,,
171,hello_happy_world__171,hello_happy_world,ようこそジャパリパークへ (Cover),84.7,2,True,2.0,169.4,0.6064280867576599,ok,,,,,,,127.05000000000001,0.16081175208091736,169.4,0.6064280867576599
172,hello_happy_world__172,hello_happy_world,ウィーアー！ (Cover),84.7,2,True,2.0,169.4,0.6410415768623352,ok,,,,,,,127.05000000000001,0.1471594125032425,169.4,0.6410415768623352
173,hello_happy_world__173,hello_happy_world,おジャ魔女カーニバル!! (Cover),147.7,2,True,1.0,147.7,0.7007092237472534,ok,,,98.46666666666665,0.3729967772960663,147.7,0.7007092237472534,,,,
174,hello_happy_world__174,hello_happy_world,ダーリンダンス (Cover),152.0,2,True,1.0,152.0,0.7080411314964294,ok,,,101.33333333333333,0.36874255537986755,152.0,0.7080411314964294,,,,
175,hello_happy_world__175,hello_happy_world,ノーポイッ！ (Cover),156.6,2,True,1.0,156.6,0.7170361876487732,ok,,,104.39999999999999,0.4483298361301422,156.6,0.7170361876487732,,,,
176,hello_happy_world__176,hello_happy_world,SHINY DAYS (Cover),110.0,3,True,1.0,110.0,0.5631713271141052,ok,,,,,110.0,0.5631713271141052,165.0,0.1408005654811859,220.0,0.49299150705337524
177,hello_happy_world__177,hello_happy_world,シルエット (Cover),92.3,3,True,1.0,92.3,0.7900466322898865,ok,,,,,92.3,0.7900466322898865,138.45,0.13662070035934448,184.6,0.6648145914077759
178,ikka_dumb_rock__178,ikka_dumb_rock,ホーミー・タイッ！！,129.2,3,True,1.0,129.2,0.4900166392326355,ok,,,86.13333333333333,0.44393986463546753,129.2,0.4900166392326355,193.79999999999998,0.2449214905500412,,
179,millsage__179,millsage,起死開戦,112.3,2,True,1.0,112.3,0.5390217900276184,ok,,,,,112.3,0.5390217900276184,168.45,0.5092281699180603,,
180,morfonica__180,morfonica,Daylight -デイライト-,92.3,3,True,1.0,92.3,0.5765997767448425,ok,,,,,92.3,0.5765997767448425,138.45,0.15429379045963287,184.6,0.4827090799808502
181,morfonica__181,morfonica,メランコリックララバイ,90.7,3,True,1.0,90.7,0.6907290816307068,ok,,,,,90.7,0.6907290816307068,136.05,0.1326562613248825,181.4,0.6579504609107971
182,morfonica__182,morfonica,flame of hope,95.7,3,True,1.0,95.7,0.6330877542495728,ok,,,,,95.7,0.6330877542495728,143.55,0.1503055840730667,191.4,0.5698478817939758
183,morfonica__183,morfonica,ブルームブルーム,90.7,3,True,1.0,90.7,0.6582723259925842,ok,,,,,90.7,0.6582723259925842,136.05,0.1190769374370575,181.4,0.46549710631370544
184,morfonica__184,morfonica,カラフルリバティー,92.3,3,True,1.0,92.3,0.636758029460907,ok,,,,,92.3,0.636758029460907,138.45,0.169880211353302,184.6,0.5498140454292297
185,morfonica__185,morfonica,fly with the night,84.7,2,True,2.0,169.4,0.5374661684036255,ok,,,,,,,127.05000000000001,0.1479939967393875,169.4,0.5374661684036255
186,morfonica__186,morfonica,金色へのプレリュード,87.6,3,True,1.0,87.6,0.6273423433303833,ok,,,,,87.6,0.6273423433303833,131.39999999999998,0.10042331367731094,175.2,0.5472351312637329
187,morfonica__187,morfonica,The Circle Of Butterflies,87.6,3,True,1.0,87.6,0.5581626296043396,ok,,,,,87.6,0.5581626296043396,131.39999999999998,0.1919616460800171,175.2,0.5032378435134888
188,morfonica__188,morfonica,ハーモニー・デイ,90.7,3,True,1.0,90.7,0.6012895107269287,ok,,,,,90.7,0.6012895107269287,136.05,0.1242859810590744,181.4,0.5227420330047607
189,morfonica__189,morfonica,Sweet Cheers!,110.0,3,True,2.0,220.0,0.5493960380554199,ok,,,,,110.0,0.4747254252433777,165.0,0.16018369793891907,220.0,0.5493960380554199
190,morfonica__190,morfonica,"寄る辺のSunny, Sunny",92.3,3,True,1.0,92.3,0.738910973072052,ok,,,,,92.3,0.738910973072052,138.45,0.1282055675983429,184.6,0.6793915629386902
191,morfonica__191,morfonica,誓いのWingbeat,103.4,3,True,2.0,206.8,0.6147318482398987,ok,,,,,103.4,0.6068692803382874,155.10000000000002,0.1380012184381485,206.8,0.6147318482398987
192,morfonica__192,morfonica,Ever Sky Blue,97.5,3,True,1.0,97.5,0.7192783355712891,ok,,,,,97.5,0.7192783355712891,146.25,0.15828554332256317,195.0,0.5734297633171082
193,morfonica__193,morfonica,Polyphonyscape,152.0,2,True,1.0,152.0,0.6120942831039429,ok,,,101.33333333333333,0.4277656674385071,152.0,0.6120942831039429,,,,
194,morfonica__194,morfonica,Wreath of Brave,136.0,3,True,1.0,136.0,0.6394267082214355,ok,,,90.66666666666666,0.2849714457988739,136.0,0.6394267082214355,204.0,0.1375991255044937,,
195,morfonica__195,morfonica,Merry Merry Thanks!!,143.6,3,True,1.0,143.6,0.6469082832336426,ok,,,95.73333333333332,0.42652973532676697,143.6,0.6469082832336426,215.39999999999998,0.2109053134918213,,
196,morfonica__196,morfonica,Sonorous,132.5,3,True,1.0,132.5,0.6452453136444092,ok,,,88.33333333333333,0.44251877069473267,132.5,0.6452453136444092,198.75,0.15027718245983124,,
197,morfonica__197,morfonica,両翼のBrilliance,86.1,3,True,1.0,86.1,0.6707205772399902,ok,,,,,86.1,0.6707205772399902,129.14999999999998,0.1616378277540207,172.2,0.5928713083267212
198,morfonica__198,morfonica,Steer to Utopia,97.5,3,True,1.0,97.5,0.6954742670059204,ok,,,,,97.5,0.6954742670059204,146.25,0.13346201181411743,195.0,0.5320655703544617
199,morfonica__199,morfonica,Fateful...,132.5,3,True,1.0,132.5,0.6050972938537598,ok,,,88.33333333333333,0.4766072630882263,132.5,0.6050972938537598,198.75,0.16170650720596313,,
200,morfonica__200,morfonica,ティリカモニカリラ,139.7,3,True,1.0,139.7,0.5962007641792297,ok,,,93.13333333333333,0.4783754050731659,139.7,0.5962007641792297,209.54999999999998,0.17833714187145233,,
201,morfonica__201,morfonica,Secret Dawn,132.5,3,True,0.6666666666666666,88.33333333333333,0.5597610473632812,ok,,,88.33333333333333,0.5597610473632812,132.5,0.5285852551460266,198.75,0.14691132307052612,,
202,morfonica__202,morfonica,Angel's Ladder,99.4,3,True,1.0,99.4,0.7396395802497864,ok,,,,,99.4,0.7396395802497864,149.10000000000002,0.14794480800628662,198.8,0.6438556909561157
203,morfonica__203,morfonica,One step at a time,87.6,3,True,1.0,87.6,0.7223119735717773,ok,,,,,87.6,0.7223119735717773,131.39999999999998,0.13034643232822418,175.2,0.5870997905731201
204,morfonica__204,morfonica,Tempest,101.3,3,True,1.0,101.3,0.6827834248542786,ok,,,,,101.3,0.6827834248542786,151.95,0.13521930575370789,202.6,0.540517270565033
205,morfonica__205,morfonica,フレージング ミラージュ,95.7,3,True,1.0,95.7,0.7095215320587158,ok,,,,,95.7,0.7095215320587158,143.55,0.26730433106422424,191.4,0.4863710403442383
206,morfonica__206,morfonica,MUGEN Reverberate!,94.0,3,True,1.0,94.0,0.5769164562225342,ok,,,,,94.0,0.5769164562225342,141.0,0.1648978441953659,188.0,0.4866277575492859
207,morfonica__207,morfonica,わたしまちがいさがし,120.2,2,True,1.0,120.2,0.5823594927787781,ok,,,,,120.2,0.5823594927787781,180.3,0.5011729598045349,,
208,morfonica__208,morfonica,esora no clover,161.5,2,True,1.0,161.5,0.6846100687980652,ok,,,107.66666666666666,0.5022435784339905,161.5,0.6846100687980652,,,,
209,morfonica__209,morfonica,きょうもMerry go rounD,136.0,3,True,1.0,136.0,0.5297148823738098,ok,,,90.66666666666666,0.4508897066116333,136.0,0.5297148823738098,204.0,0.23770315945148468,,
210,morfonica__210,morfonica,Feathered Dreams,87.6,3,True,1.0,87.6,0.6846981644630432,ok,,,,,87.6,0.6846981644630432,131.39999999999998,0.1700516939163208,175.2,0.6047058701515198
211,morfonica__211,morfonica,Portray Empathy,86.1,3,True,1.0,86.1,0.7509427666664124,ok,,,,,86.1,0.7509427666664124,129.14999999999998,0.13222727179527283,172.2,0.724380612373352
212,morfonica__212,morfonica,ビューティ・フォー,99.4,3,True,1.0,99.4,0.7772250175476074,ok,,,,,99.4,0.7772250175476074,149.10000000000002,0.15087026357650757,198.8,0.6539672613143921
213,morfonica__213,morfonica,胡蝶翔る星月夜,99.4,3,True,1.0,99.4,0.6669792532920837,ok,,,,,99.4,0.6669792532920837,149.10000000000002,0.1995801031589508,198.8,0.45260098576545715
214,morfonica__214,morfonica,Color of Us,97.5,3,True,2.0,195.0,0.6600959300994873,ok,,,,,97.5,0.655572235584259,146.25,0.1474865972995758,195.0,0.6600959300994873
215,morfonica__215,morfonica,Resonant Strings,97.5,3,True,1.0,97.5,0.6831177473068237,ok,,,,,97.5,0.6831177473068237,146.25,0.1782531440258026,195.0,0.5540667772293091
216,morfonica__216,morfonica,Shining Leaves,92.3,3,True,1.0,92.3,0.6207359433174133,ok,,,,,92.3,0.6207359433174133,138.45,0.16079550981521606,184.6,0.5277875661849976
217,morfonica__217,morfonica,音がえしのセレナーデ,92.3,3,True,1.0,92.3,0.66797935962677,ok,,,,,92.3,0.66797935962677,138.45,0.1608971804380417,184.6,0.6087213754653931
218,morfonica__218,morfonica,蒼穹へのトレイル,95.7,3,True,1.0,95.7,0.7123030424118042,ok,,,,,95.7,0.7123030424118042,143.55,0.16935497522354126,191.4,0.6221282482147217
219,morfonica__219,morfonica,QUEEN (Cover),84.7,2,True,2.0,169.4,0.6204643845558167,ok,,,,,,,127.05000000000001,0.13365629315376282,169.4,0.6204643845558167
220,morfonica__220,morfonica,again (Cover),94.0,3,True,1.0,94.0,0.47657981514930725,ok,,,,,94.0,0.47657981514930725,141.0,0.3955465257167816,188.0,0.2408449798822403
221,morfonica__221,morfonica,輪舞-revolution (Cover),129.2,3,True,0.6666666666666666,86.13333333333333,0.6157264709472656,ok,,,86.13333333333333,0.6157264709472656,129.2,0.5903878211975098,193.79999999999998,0.1327470988035202,,
222,morfonica__222,morfonica,メロウ (Cover),72.8,2,True,2.0,145.6,0.45690640807151794,ok,,,,,,,109.19999999999999,0.1824706643819809,145.6,0.45690640807151794
223,morfonica__223,morfonica,祝福 (Cover),84.7,2,True,2.0,169.4,0.6210161447525024,ok,,,,,,,127.05000000000001,0.1396104395389557,169.4,0.6210161447525024
224,morfonica__224,morfonica,Overdose (Cover),117.5,2,True,1.0,117.5,0.5126489996910095,ok,,,,,117.5,0.5126489996910095,176.25,0.21907946467399597,,
225,morfonica__225,morfonica,かくれんぼ (Cover),90.7,3,True,1.0,90.7,0.6660452485084534,ok,,,,,90.7,0.6660452485084534,136.05,0.1327153444290161,181.4,0.5720763802528381
226,morfonica__226,morfonica,chAngE (Cover),82.0,2,True,2.0,164.0,0.538019061088562,ok,,,,,,,123.0,0.11495471000671387,164.0,0.538019061088562
227,morfonica__227,morfonica,ALIVE (Cover),89.1,3,True,1.0,89.1,0.6037212014198303,ok,,,,,89.1,0.6037212014198303,133.64999999999998,0.15120382606983185,178.2,0.5929536819458008
228,morfonica__228,morfonica,Nameless Story (Cover),97.5,3,True,1.0,97.5,0.6758049130439758,ok,,,,,97.5,0.6758049130439758,146.25,0.1299244612455368,195.0,0.5937591791152954
229,morfonica__229,morfonica,青空のラプソディ (Cover),136.0,3,True,1.0,136.0,0.6315698623657227,ok,,,90.66666666666666,0.4374852776527405,136.0,0.6315698623657227,204.0,0.15796445310115814,,
230,morfonica__230,morfonica,Nevereverland (Cover),103.4,3,True,1.0,103.4,0.6922509074211121,ok,,,,,103.4,0.6922509074211121,155.10000000000002,0.10674111545085907,206.8,0.5701701045036316
231,morfonica__231,morfonica,メリッサ (Cover),84.7,2,True,2.0,169.4,0.5233237147331238,ok,,,,,,,127.05000000000001,0.10078959167003632,169.4,0.5233237147331238
232,morfonica__232,morfonica,COLORFUL BOX (Cover),161.5,2,True,1.0,161.5,0.6749730706214905,ok,,,107.66666666666666,0.4417586028575897,161.5,0.6749730706214905,,,,
233,morfonica__233,morfonica,unravel (Cover),136.0,3,True,1.0,136.0,0.47745320200920105,ok,,,90.66666666666666,0.38048380613327026,136.0,0.47745320200920105,204.0,0.16353625059127808,,
234,morfonica__234,morfonica,アゲハ蝶 (Cover),114.8,2,True,1.0,114.8,0.5790941119194031,ok,,,,,114.8,0.5790941119194031,172.2,0.221684530377388,,
235,morfonica__235,morfonica,V.I.P (Cover),92.3,3,True,1.0,92.3,0.7068334221839905,ok,,,,,92.3,0.7068334221839905,138.45,0.17153328657150269,184.6,0.49717333912849426
236,morfonica__236,morfonica,CQCQ (Cover),143.6,3,True,1.0,143.6,0.5768896341323853,ok,,,95.73333333333332,0.4393823742866516,143.6,0.5768896341323853,215.39999999999998,0.17979609966278076,,
237,mugendai_mutype__237,mugendai_mutype,アイの夢限,120.2,2,True,1.0,120.2,0.7497480511665344,ok,,,,,120.2,0.7497480511665344,180.3,0.15027426183223724,,
238,mugendai_mutype__238,mugendai_mutype,どんがらがっしゃん,132.5,3,True,1.0,132.5,0.7837820649147034,ok,,,88.33333333333333,0.3894587755203247,132.5,0.7837820649147034,198.75,0.13021144270896912,,
239,mugendai_mutype__239,mugendai_mutype,みゅーたんとミュータント,152.0,2,True,1.0,152.0,0.5321431159973145,ok,,,101.33333333333333,0.4865761697292328,152.0,0.5321431159973145,,,,
240,mugendai_mutype__240,mugendai_mutype,チューニング,97.5,3,True,1.0,97.5,0.7429069876670837,ok,,,,,97.5,0.7429069876670837,146.25,0.1903461515903473,195.0,0.6660892367362976
241,mugendai_mutype__241,mugendai_mutype,Dream Voyage,156.6,2,True,1.0,156.6,0.700894832611084,ok,,,104.39999999999999,0.4022969901561737,156.6,0.700894832611084,,,,
242,mugendai_mutype__242,mugendai_mutype,グラディエント,120.2,2,True,1.0,120.2,0.9077152013778687,ok,,,,,120.2,0.9077152013778687,180.3,0.06507264822721481,,
243,mugendai_mutype__243,mugendai_mutype,LET'Sあちあちトレーニング！,178.2,3,True,1.0,178.2,0.6324880719184875,ok,89.1,0.5938482284545898,118.79999999999998,0.21252910792827606,178.2,0.6324880719184875,,,,
244,mugendai_mutype__244,mugendai_mutype,真夜中遊園地,97.5,3,True,1.0,97.5,0.7805091142654419,ok,,,,,97.5,0.7805091142654419,146.25,0.16199077665805817,195.0,0.7320542931556702
245,mugendai_mutype__245,mugendai_mutype,テレパシー,89.1,3,True,1.0,89.1,0.591092586517334,ok,,,,,89.1,0.591092586517334,133.64999999999998,0.10036288946866989,178.2,0.5632086992263794
246,mugendai_mutype__246,mugendai_mutype,TRASH LIFE,120.2,2,True,1.0,120.2,0.7476316094398499,ok,,,,,120.2,0.7476316094398499,180.3,0.715340256690979,,
247,mugendai_mutype__247,mugendai_mutype,新人類は仮想世界の夢を見るか?,90.7,3,True,1.0,90.7,0.6872602701187134,ok,,,,,90.7,0.6872602701187134,136.05,0.1457083523273468,181.4,0.6155343055725098
248,mugendai_mutype__248,mugendai_mutype,コミュ着火Fire!,99.4,3,True,1.0,99.4,0.8068662285804749,ok,,,,,99.4,0.8068662285804749,149.10000000000002,0.1776553988456726,198.8,0.793269693851471
249,mugendai_mutype__249,mugendai_mutype,Calling,87.6,3,True,1.0,87.6,0.6274815201759338,ok,,,,,87.6,0.6274815201759338,131.39999999999998,0.19614599645137787,175.2,0.5288513898849487
250,mugendai_mutype__250,mugendai_mutype,Hi-Vision,101.3,3,True,1.0,101.3,0.7344409823417664,ok,,,,,101.3,0.7344409823417664,151.95,0.14813078939914703,202.6,0.6228321194648743
251,mugendai_mutype__251,mugendai_mutype,コハク,97.5,3,True,1.0,97.5,0.7843453288078308,ok,,,,,97.5,0.7843453288078308,146.25,0.1481461077928543,195.0,0.6490879058837891
252,mugendai_mutype__252,mugendai_mutype,✞animaるパーティ✞開催中✞,97.5,3,True,1.0,97.5,0.6911630630493164,ok,,,,,97.5,0.6911630630493164,146.25,0.1958112269639969,195.0,0.6393465399742126
253,mugendai_mutype__253,mugendai_mutype,エンプティパペット,126.0,2,True,1.0,126.0,0.5921826958656311,ok,,,,,126.0,0.5921826958656311,189.0,0.13164649903774261,,
254,mugendai_mutype__254,mugendai_mutype,限界現実サバイブ天使,94.0,3,True,1.0,94.0,0.7854684591293335,ok,,,,,94.0,0.7854684591293335,141.0,0.16416077315807343,188.0,0.7659227252006531
255,mugendai_mutype__255,mugendai_mutype,ビッグマウス,143.6,3,True,1.0,143.6,0.6138337850570679,ok,,,95.73333333333332,0.5925041437149048,143.6,0.6138337850570679,215.39999999999998,0.19226258993148804,,
256,mugendai_mutype__256,mugendai_mutype,夢現妄想世界,97.5,3,True,1.0,97.5,0.7310474514961243,ok,,,,,97.5,0.7310474514961243,146.25,0.16332808136940002,195.0,0.619253933429718
257,mugendai_mutype__257,mugendai_mutype,やわやわNERD 超FreQuency,147.7,2,True,1.0,147.7,0.7154721021652222,ok,,,98.46666666666665,0.2936854660511017,147.7,0.7154721021652222,,,,
258,mugendai_mutype__258,mugendai_mutype,超惑星Xへの旅,136.0,3,True,1.0,136.0,0.6743658781051636,ok,,,90.66666666666666,0.503860592842102,136.0,0.6743658781051636,204.0,0.11502676457166672,,
259,mugendai_mutype__259,mugendai_mutype,これはぼくたちの生存のあらすじ,95.7,3,True,1.0,95.7,0.7363600134849548,ok,,,,,95.7,0.7363600134849548,143.55,0.1395178884267807,191.4,0.6506410241127014
260,mygo__260,mygo,迷星叫,95.7,3,True,1.0,95.7,0.6494559645652771,ok,,,,,95.7,0.6494559645652771,143.55,0.11159355193376541,191.4,0.6114266514778137
261,mygo__261,mygo,壱雫空,101.3,3,True,1.0,101.3,0.6199893355369568,ok,,,,,101.3,0.6199893355369568,151.95,0.16067373752593994,202.6,0.5969650149345398
262,mygo__262,mygo,碧天伴走,95.7,3,True,1.0,95.7,0.6122520565986633,ok,,,,,95.7,0.6122520565986633,143.55,0.13991940021514893,191.4,0.47187814116477966
263,mygo__263,mygo,影色舞,166.7,2,True,1.0,166.7,0.6550154089927673,ok,,,111.13333333333333,0.4001137316226959,166.7,0.6550154089927673,,,,
264,mygo__264,mygo,歌いましょう鳴らしましょう,110.0,3,True,1.0,110.0,0.6925262808799744,ok,,,,,110.0,0.6925262808799744,165.0,0.16466611623764038,220.0,0.6066536903381348
265,mygo__265,mygo,潜在表明,136.0,3,True,1.0,136.0,0.504974365234375,ok,,,90.66666666666666,0.44764164090156555,136.0,0.504974365234375,204.0,0.10054698586463928,,
266,mygo__266,mygo,音一会,99.4,3,True,1.0,99.4,0.6683907508850098,ok,,,,,99.4,0.6683907508850098,149.10000000000002,0.16687645018100739,198.8,0.6651776432991028
267,mygo__267,mygo,春日影 (MyGO!!!!! ver.),97.5,3,True,2.0,195.0,0.5068362951278687,ok,,,,,97.5,0.4847660958766937,146.25,0.12362916022539139,195.0,0.5068362951278687
268,mygo__268,mygo,詩超絆,95.7,3,True,1.0,95.7,0.5207524299621582,ok,,,,,95.7,0.5207524299621582,143.55,0.17136257886886597,191.4,0.5119275450706482
269,mygo__269,mygo,迷路日々,129.2,3,True,1.0,129.2,0.6658844947814941,ok,,,86.13333333333333,0.569691002368927,129.2,0.6658844947814941,193.79999999999998,0.12512272596359253,,
270,mygo__270,mygo,無路矢,120.2,2,True,1.0,120.2,0.5796467065811157,ok,,,,,120.2,0.5796467065811157,180.3,0.15171127021312714,,
271,mygo__271,mygo,名無声,95.7,3,True,1.0,95.7,0.6184767484664917,ok,,,,,95.7,0.6184767484664917,143.55,0.13749967515468597,191.4,0.6076525449752808
272,mygo__272,mygo,栞,87.6,3,True,1.0,87.6,0.5691525936126709,ok,,,,,87.6,0.5691525936126709,131.39999999999998,0.3296610713005066,175.2,0.5197409391403198
273,mygo__273,mygo,歩拾道,129.2,3,True,1.0,129.2,0.6413363814353943,ok,,,86.13333333333333,0.511276125907898,129.2,0.6413363814353943,193.79999999999998,0.15448631346225739,,
274,mygo__274,mygo,明弦音,92.3,3,True,1.0,92.3,0.7267717719078064,ok,,,,,92.3,0.7267717719078064,138.45,0.16633591055870056,184.6,0.6281612515449524
275,mygo__275,mygo,孤壊牢,90.7,3,True,1.0,90.7,0.6279504299163818,ok,,,,,90.7,0.6279504299163818,136.05,0.18523025512695312,181.4,0.5636308193206787
276,mygo__276,mygo,霧周途,110.0,3,True,1.0,110.0,0.7590786218643188,ok,,,,,110.0,0.7590786218643188,165.0,0.15032102167606354,220.0,0.5957561135292053
277,mygo__277,mygo,端程山,90.7,3,True,1.0,90.7,0.631341814994812,ok,,,,,90.7,0.631341814994812,136.05,0.11790506541728973,181.4,0.5150527358055115
