idx,tag,band,song,drum_tempo_bpm,n_candidates_in_range,base_in_range,selected_multiplier,selected_bpm,selected_acf,audio_status,cand_0.500_bpm,cand_0.500_acf,cand_0.667_bpm,cand_0.667_acf,cand_1.000_bpm,cand_1.000_acf,cand_1.500_bpm,cand_1.500_acf,cand_2.000_bpm,cand_2.000_acf
278,mygo__278,mygo,処救生,95.7,3,True,1.0,95.7,0.5991302132606506,ok,,,,,95.7,0.5991302132606506,143.55,0.1299019604921341,191.4,0.5621663928031921
279,mygo__279,mygo,輪符雨,152.0,2,True,1.0,152.0,0.6059185862541199,ok,,,101.33333333333333,0.3196730315685272,152.0,0.6059185862541199,,,,
280,mygo__280,mygo,夜隠染,112.3,2,True,1.0,112.3,0.49480968713760376,ok,,,,,112.3,0.49480968713760376,168.45,0.1839047074317932,,
281,mygo__281,mygo,過惰幻,84.7,2,True,2.0,169.4,0.28808894753456116,ok,,,,,,,127.05000000000001,0.18410076200962067,169.4,0.28808894753456116
282,mygo__282,mygo,回層浮,99.4,3,True,1.0,99.4,0.5515828728675842,ok,,,,,99.4,0.5515828728675842,149.10000000000002,0.17778298258781433,198.8,0.4553552567958832
283,mygo__283,mygo,砂寸奏,90.7,3,True,1.0,90.7,0.5522720813751221,ok,,,,,90.7,0.5522720813751221,136.05,0.1744987666606903,181.4,0.48490750789642334
284,mygo__284,mygo,焚音打,95.7,3,True,1.0,95.7,0.7399851083755493,ok,,,,,95.7,0.7399851083755493,143.55,0.22096528112888336,191.4,0.4994615614414215
285,mygo__285,mygo,残痕字,87.6,3,True,1.0,87.6,0.6890775561332703,ok,,,,,87.6,0.6890775561332703,131.39999999999998,0.1219206228852272,175.2,0.5328894853591919
286,mygo__286,mygo,掌心正銘,92.3,3,True,1.0,92.3,0.6554130911827087,ok,,,,,92.3,0.6554130911827087,138.45,0.11874585598707199,184.6,0.5143941640853882
287,mygo__287,mygo,証命讃歌,105.5,3,True,1.0,105.5,0.7297071814537048,ok,,,,,105.5,0.7297071814537048,158.25,0.14158883690834045,211.0,0.5665163397789001
288,mygo__288,mygo,エガクミライ,87.6,3,True,1.0,87.6,0.4686901569366455,ok,,,,,87.6,0.4686901569366455,131.39999999999998,0.20966321229934692,175.2,0.3958894610404968
289,mygo__289,mygo,静降想,123.0,2,True,1.5,184.5,0.3886660933494568,ok,,,,,123.0,0.3816610872745514,184.5,0.3886660933494568,,
290,mygo__290,mygo,聿日箋秋,90.7,3,True,1.0,90.7,0.6622772812843323,ok,,,,,90.7,0.6622772812843323,136.05,0.2060602307319641,181.4,0.5785171985626221
291,mygo__291,mygo,往欄印,90.7,3,True,1.0,90.7,0.6159590482711792,ok,,,,,90.7,0.6159590482711792,136.05,0.2476358264684677,181.4,0.496906042098999
292,mygo__292,mygo,だれかの心臓になれたなら (Cover),72.8,2,True,2.0,145.6,0.5188993215560913,ok,,,,,,,109.19999999999999,0.19416433572769165,145.6,0.5188993215560913
293,mygo__293,mygo,遥か彼方 (Cover),87.6,3,True,1.0,87.6,0.623388946056366,ok,,,,,87.6,0.623388946056366,131.39999999999998,0.20485472679138184,175.2,0.5521976947784424
294,mygo__294,mygo,雑踏、僕らの街 (Cover),86.1,3,True,1.0,86.1,0.6248924732208252,ok,,,,,86.1,0.6248924732208252,129.14999999999998,0.1902509480714798,172.2,0.5183311700820923
295,mygo__295,mygo,過去を喰らう (Cover),94.0,3,True,1.0,94.0,0.7564170956611633,ok,,,,,94.0,0.7564170956611633,141.0,0.12492410093545914,188.0,0.5259743928909302
296,mygo__296,mygo,君の神様になりたい。 (Cover),97.5,3,True,1.0,97.5,0.6729506254196167,ok,,,,,97.5,0.6729506254196167,146.25,0.13029809296131134,195.0,0.40747103095054626
297,mygo__297,mygo,ノンブレス・オブリージュ (Cover),73.8,2,True,2.0,147.6,0.502006471157074,ok,,,,,,,110.69999999999999,0.13692200183868408,147.6,0.502006471157074
298,mygo__298,mygo,swim (Cover),97.5,3,True,1.0,97.5,0.7174646854400635,ok,,,,,97.5,0.7174646854400635,146.25,0.14854708313941956,195.0,0.5442571043968201
299,mygo__299,mygo,猛独が襲う (Cover),156.6,2,True,1.0,156.6,0.6969736218452454,ok,,,104.39999999999999,0.3483527898788452,156.6,0.6969736218452454,,,,
300,mygo__300,mygo,春日影,64.6,2,True,1.5,96.89999999999999,0.47900646924972534,ok,,,,,,,96.89999999999999,0.47900646924972534,129.2,0.24221587181091309
301,pastel_palettes__301,pastel_palettes,TITLE IDOL,143.6,3,True,1.0,143.6,0.5981630682945251,ok,,,95.73333333333332,0.5040542483329773,143.6,0.5981630682945251,215.39999999999998,0.1310223639011383,,
302,pastel_palettes__302,pastel_palettes,ワクワクmeetsトリップ,136.0,3,True,1.0,136.0,0.839095413684845,ok,,,90.66666666666666,0.6335026025772095,136.0,0.839095413684845,204.0,0.09214472770690918,,
303,pastel_palettes__303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,86.1,3,True,1.0,86.1,0.757745623588562,ok,,,,,86.1,0.757745623588562,129.14999999999998,0.10430559515953064,172.2,0.7091532349586487
304,pastel_palettes__304,pastel_palettes,もういちど ルミナス,84.7,2,True,2.0,169.4,0.6932456493377686,ok,,,,,,,127.05000000000001,0.10558032989501953,169.4,0.6932456493377686
305,pastel_palettes__305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,86.1,3,True,1.0,86.1,0.7057103514671326,ok,,,,,86.1,0.7057103514671326,129.14999999999998,0.09867338091135025,172.2,0.6821573972702026
306,pastel_palettes__306,pastel_palettes,天下トーイツ A to Z☆,152.0,2,True,1.0,152.0,0.7118759751319885,ok,,,101.33333333333333,0.6073458790779114,152.0,0.7118759751319885,,,,
307,pastel_palettes__307,pastel_palettes,しゅわりん☆どり〜みん,87.6,3,True,2.0,175.2,0.7283174395561218,ok,,,,,87.6,0.7107852101325989,131.39999999999998,0.08059161901473999,175.2,0.7283174395561218
308,pastel_palettes__308,pastel_palettes,Power of LOVE!!!,87.6,3,True,1.0,87.6,0.744293212890625,ok,,,,,87.6,0.744293212890625,131.39999999999998,0.10079700499773026,175.2,0.6852594017982483
309,pastel_palettes__309,pastel_palettes,きゅ～まい＊flower,92.3,3,True,2.0,184.6,0.6802984476089478,ok,,,,,92.3,0.6690745949745178,138.45,0.12054443359375,184.6,0.6802984476089478
310,pastel_palettes__310,pastel_palettes,Winking☆Cheer,99.4,3,True,1.0,99.4,0.6974890828132629,ok,,,,,99.4,0.6974890828132629,149.10000000000002,0.22321824729442596,198.8,0.5384599566459656
311,pastel_palettes__311,pastel_palettes,ゆめゆめグラデーション,136.0,3,True,0.6666666666666666,90.66666666666666,0.5865485668182373,ok,,,90.66666666666666,0.5865485668182373,136.0,0.5660209059715271,204.0,0.08341748267412186,,
312,pastel_palettes__312,pastel_palettes,はなまる◎アンダンテ,166.7,2,True,1.0,166.7,0.705108642578125,ok,,,111.13333333333333,0.4700051546096802,166.7,0.705108642578125,,,,
313,pastel_palettes__313,pastel_palettes,パスパレボリューションず☆,87.6,3,True,1.0,87.6,0.777057945728302,ok,,,,,87.6,0.777057945728302,131.39999999999998,0.07987802475690842,175.2,0.6783947348594666
314,pastel_palettes__314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,99.4,3,True,2.0,198.8,0.6568407416343689,ok,,,,,99.4,0.6310099959373474,149.10000000000002,0.13531047105789185,198.8,0.6568407416343689
315,pastel_palettes__315,pastel_palettes,Wonderland Girl,136.0,3,True,1.0,136.0,0.7464995980262756,ok,,,90.66666666666666,0.41561439633369446,136.0,0.7464995980262756,204.0,0.1302887350320816,,
316,pastel_palettes__316,pastel_palettes,ゼッタイ宣言～Recital～,89.1,3,True,1.0,89.1,0.6505064368247986,ok,,,,,89.1,0.6505064368247986,133.64999999999998,0.10998434573411942,178.2,0.6336683630943298
317,pastel_palettes__317,pastel_palettes,ぎゅっDAYS♪,172.3,3,True,1.0,172.3,0.6724324226379395,ok,86.15,0.5935889482498169,114.86666666666667,0.49352315068244934,172.3,0.6724324226379395,,,,
318,pastel_palettes__318,pastel_palettes,Wonderful Sweet!,83.4,2,True,2.0,166.8,0.6382289528846741,ok,,,,,,,125.10000000000001,0.16969870030879974,166.8,0.6382289528846741
319,pastel_palettes__319,pastel_palettes,るんっ♪てぃてぃー！,82.0,2,True,2.0,164.0,0.693535566329956,ok,,,,,,,123.0,0.10143575817346573,164.0,0.693535566329956
320,pastel_palettes__320,pastel_palettes,パッパレ☆人生！バーン万歳！,84.7,2,True,2.0,169.4,0.6561896204948425,ok,,,,,,,127.05000000000001,0.14061768352985382,169.4,0.6561896204948425
321,pastel_palettes__321,pastel_palettes,Brand new Pastel Road!,172.3,3,True,0.5,86.15,0.6277350187301636,ok,86.15,0.6277350187301636,114.86666666666667,0.4552581310272217,172.3,0.6093437671661377,,,,
322,pastel_palettes__322,pastel_palettes,あこがれacross,95.7,3,True,1.0,95.7,0.7407160401344299,ok,,,,,95.7,0.7407160401344299,143.55,0.0956932082772255,191.4,0.7247207164764404
323,pastel_palettes__323,pastel_palettes,ハレハレ☆フォーチュン,147.7,2,True,1.0,147.7,0.7545086741447449,ok,,,98.46666666666665,0.3792327046394348,147.7,0.7545086741447449,,,,
324,pastel_palettes__324,pastel_palettes,ハナヒバナ,95.7,3,True,1.0,95.7,0.5462504625320435,ok,,,,,95.7,0.5462504625320435,143.55,0.09828540682792664,191.4,0.35277101397514343
325,pastel_palettes__325,pastel_palettes,そばかす,84.7,2,True,2.0,169.4,0.6143110394477844,ok,,,,,,,127.05000000000001,0.1915828436613083,169.4,0.6143110394477844
326,pastel_palettes__326,pastel_palettes,気まぐれロマンティック,112.3,2,True,1.0,112.3,0.732488751411438,ok,,,,,112.3,0.732488751411438,168.45,0.7203672528266907,,
327,pastel_palettes__327,pastel_palettes,ドリームパレード,86.1,3,True,1.0,86.1,0.7275817394256592,ok,,,,,86.1,0.7275817394256592,129.14999999999998,0.1724356710910797,172.2,0.6691287159919739
328,pastel_palettes__328,pastel_palettes,ラムのラブソング,120.2,2,True,1.5,180.3,0.5987062454223633,ok,,,,,120.2,0.5935045480728149,180.3,0.5987062454223633,,
329,pastel_palettes__329,pastel_palettes,DANCE! おジャ魔女,152.0,2,True,1.0,152.0,0.664458692073822,ok,,,101.33333333333333,0.5617790818214417,152.0,0.664458692073822,,,,
330,pastel_palettes__330,pastel_palettes,DISCOTHEQUE,143.6,3,True,1.0,143.6,0.7680730819702148,ok,,,95.73333333333332,0.4613148868083954,143.6,0.7680730819702148,215.39999999999998,0.10406946390867233,,
331,pastel_palettes__331,pastel_palettes,ゆりゆららららゆるゆり大事件,87.6,3,True,1.0,87.6,0.8245687484741211,ok,,,,,87.6,0.8245687484741211,131.39999999999998,0.09976372867822647,175.2,0.7827288508415222
332,pastel_palettes__332,pastel_palettes,SAKURAスキップ,82.0,2,True,2.0,164.0,0.5009247064590454,ok,,,,,,,123.0,0.1570008248090744,164.0,0.5009247064590454
333,pastel_palettes__333,pastel_palettes,Stay Alive,139.7,3,True,1.0,139.7,0.615088939666748,ok,,,93.13333333333333,0.5191274881362915,139.7,0.615088939666748,209.54999999999998,0.16204532980918884,,
334,pastel_palettes__334,pastel_palettes,秘密の扉から会いにきて,92.3,3,True,1.0,92.3,0.7572784423828125,ok,,,,,92.3,0.7572784423828125,138.45,0.1295393705368042,184.6,0.7544600367546082
335,pastel_palettes__335,pastel_palettes,トリドリ＊パレット,89.1,3,True,1.0,89.1,0.8302766680717468,ok,,,,,89.1,0.8302766680717468,133.64999999999998,0.09307696670293808,178.2,0.7416718006134033
336,pastel_palettes__336,pastel_palettes,ドラマチック！アライブ,92.3,3,True,1.0,92.3,0.7557842135429382,ok,,,,,92.3,0.7557842135429382,138.45,0.14272311329841614,184.6,0.7304320335388184
337,pastel_palettes__337,pastel_palettes,Radiate Warriors,129.2,3,True,1.0,129.2,0.8089772462844849,ok,,,86.13333333333333,0.467507928609848,129.2,0.8089772462844849,193.79999999999998,0.14029066264629364,,
338,pastel_palettes__338,pastel_palettes,ReReReエボリューションず☆,94.0,3,True,1.0,94.0,0.7544468641281128,ok,,,,,94.0,0.7544468641281128,141.0,0.09066864103078842,188.0,0.6775631904602051
339,pastel_palettes__339,pastel_palettes,everyday flower,136.0,3,True,1.0,136.0,0.8693673610687256,ok,,,90.66666666666666,0.4668543338775635,136.0,0.8693673610687256,204.0,0.07897183299064636,,
340,pastel_palettes__340,pastel_palettes,With〜きみとわたしたちの物語〜,94.0,3,True,1.0,94.0,0.7684555649757385,ok,,,,,94.0,0.7684555649757385,141.0,0.14946497976779938,188.0,0.6885050535202026
341,pastel_palettes__341,pastel_palettes,フレっとパレットFight Song!!,143.6,3,True,1.0,143.6,0.7623429894447327,ok,,,95.73333333333332,0.6545863151550293,143.6,0.7623429894447327,215.39999999999998,0.1811600774526596,,
342,pastel_palettes__342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,139.7,3,True,1.0,139.7,0.7188738584518433,ok,,,93.13333333333333,0.6054807901382446,139.7,0.7188738584518433,209.54999999999998,0.2344484180212021,,
343,pastel_palettes__343,pastel_palettes,ホワイト ノスタルジア,139.7,3,True,1.0,139.7,0.7990250587463379,ok,,,93.13333333333333,0.32126903533935547,139.7,0.7990250587463379,209.54999999999998,0.12430820614099503,,
344,pastel_palettes__344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),105.5,3,True,1.0,105.5,0.6652137041091919,ok,,,,,105.5,0.6652137041091919,158.25,0.181135892868042,211.0,0.5615736842155457
345,pastel_palettes__345,pastel_palettes,奏（かなで） (Cover),152.0,2,True,1.0,152.0,0.6540927886962891,ok,,,101.33333333333333,0.4089730381965637,152.0,0.6540927886962891,,,,
346,pastel_palettes__346,pastel_palettes,Sparkling Daydream (Cover),87.6,3,True,1.0,87.6,0.7840262651443481,ok,,,,,87.6,0.7840262651443481,131.39999999999998,0.14452147483825684,175.2,0.6724480390548706
347,pastel_palettes__347,pastel_palettes,春を告げる (Cover),120.2,2,True,1.0,120.2,0.5946945548057556,ok,,,,,120.2,0.5946945548057556,180.3,0.1818532943725586,,
348,pastel_palettes__348,pastel_palettes,だから、ひとりじゃない (Cover),90.7,3,True,1.0,90.7,0.725267231464386,ok,,,,,90.7,0.725267231464386,136.05,0.0803806409239769,181.4,0.5557124018669128
349,pastel_palettes__349,pastel_palettes,サインはB (Cover),87.6,3,True,1.0,87.6,0.7788013219833374,ok,,,,,87.6,0.7788013219833374,131.39999999999998,0.146785169839859,175.2,0.698615312576294
350,pastel_palettes__350,pastel_palettes,愛包ダンスホール (Cover),139.7,3,True,1.0,139.7,0.6848793625831604,ok,,,93.13333333333333,0.4102763533592224,139.7,0.6848793625831604,209.54999999999998,0.15459036827087402,,
351,pastel_palettes__351,pastel_palettes,最上級にかわいいの！ (Cover),166.7,2,True,1.0,166.7,0.6570035815238953,ok,,,111.13333333333333,0.45545288920402527,166.7,0.6570035815238953,,,,
352,pastel_palettes__352,pastel_palettes,♡桃色片想い♡ (Cover),152.0,2,True,1.0,152.0,0.6413053274154663,ok,,,101.33333333333333,0.459525465965271,152.0,0.6413053274154663,,,,
353,pastel_palettes__353,pastel_palettes,金曜日のおはよう (Cover),152.0,2,True,1.0,152.0,0.6884952187538147,ok,,,101.33333333333333,0.4000549614429474,152.0,0.6884952187538147,,,,
354,pastel_palettes__354,pastel_palettes,魔法少女とチョコレゐト (Cover),152.0,2,True,1.0,152.0,0.6507822275161743,ok,,,101.33333333333333,0.4649803340435028,152.0,0.6507822275161743,,,,
355,pastel_palettes__355,pastel_palettes,可愛くてごめん (Cover),161.5,2,True,1.0,161.5,0.7303714156150818,ok,,,107.66666666666666,0.34794697165489197,161.5,0.7303714156150818,,,,
356,pastel_palettes__356,pastel_palettes,からくりピエロ (Cover),101.3,3,True,2.0,202.6,0.5720282196998596,ok,,,,,101.3,0.5617049932479858,151.95,0.3094479739665985,202.6,0.5720282196998596
357,pastel_palettes__357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),161.5,2,True,1.0,161.5,0.805666983127594,ok,,,107.66666666666666,0.5429983139038086,161.5,0.805666983127594,,,,
358,pastel_palettes__358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),161.5,2,True,1.0,161.5,0.89585942029953,ok,,,107.66666666666666,0.4566914737224579,161.5,0.89585942029953,,,,
359,pastel_palettes__359,pastel_palettes,アイドル (Cover),166.7,2,True,1.0,166.7,0.7002738118171692,ok,,,111.13333333333333,0.483353853225708,166.7,0.7002738118171692,,,,
360,pastel_palettes__360,pastel_palettes,secret base ～君がくれたもの～ (Cover),143.6,3,True,1.0,143.6,0.4927225708961487,ok,,,95.73333333333332,0.09585751593112946,143.6,0.4927225708961487,215.39999999999998,0.2986696660518646,,
361,pastel_palettes__361,pastel_palettes,ふわふわ時間 (Cover),90.7,3,True,1.0,90.7,0.7565485835075378,ok,,,,,90.7,0.7565485835075378,136.05,0.12841203808784485,181.4,0.6583330631256104
362,pastel_palettes__362,pastel_palettes,Fantastic future (Cover),86.1,3,True,1.0,86.1,0.7552410960197449,ok,,,,,86.1,0.7552410960197449,129.14999999999998,0.1147877648472786,172.2,0.6671013832092285
363,pastel_palettes__363,pastel_palettes,Baby Sweet Berry Love (Cover),84.7,2,True,2.0,169.4,0.6311160922050476,ok,,,,,,,127.05000000000001,0.11319997161626816,169.4,0.6311160922050476
364,pastel_palettes__364,pastel_palettes,Q＆A　リサイタル！ (Cover),90.7,3,True,1.0,90.7,0.8081299066543579,ok,,,,,90.7,0.8081299066543579,136.05,0.10837557166814804,181.4,0.721890926361084
365,pastel_palettes__365,pastel_palettes,ヒトリゴト (Cover),166.7,2,True,1.0,166.7,0.8302078247070312,ok,,,111.13333333333333,0.4131225645542145,166.7,0.8302078247070312,,,,
366,pastel_palettes__366,pastel_palettes,惑星ループ (Cover),84.7,2,True,2.0,169.4,0.6658164858818054,ok,,,,,,,127.05000000000001,0.09845846891403198,169.4,0.6658164858818054
367,pastel_palettes__367,pastel_palettes,世界は恋に落ちている (Cover),129.2,3,True,1.0,129.2,0.7011092305183411,ok,,,86.13333333333333,0.4493580162525177,129.2,0.7011092305183411,193.79999999999998,0.12827563285827637,,
368,pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),126.0,2,True,1.0,126.0,0.8273963332176208,ok,,,,,126.0,0.8273963332176208,189.0,0.10920939594507217,,
369,pastel_palettes__369,pastel_palettes,春擬き (Cover),172.3,3,True,1.0,172.3,0.6470239162445068,ok,86.15,0.5713399648666382,114.86666666666667,0.6016409993171692,172.3,0.6470239162445068,,,,
370,pastel_palettes__370,pastel_palettes,Make it! (Cover),86.1,3,True,1.0,86.1,0.6750695705413818,ok,,,,,86.1,0.6750695705413818,129.14999999999998,0.13879697024822235,172.2,0.6640821099281311
371,pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),161.5,2,True,1.0,161.5,0.773715615272522,ok,,,107.66666666666666,0.48956844210624695,161.5,0.773715615272522,,,,
372,pastel_palettes__372,pastel_palettes,夜に駆ける (Cover),129.2,3,True,1.0,129.2,0.7874422669410706,ok,,,86.13333333333333,0.3886392116546631,129.2,0.7874422669410706,193.79999999999998,0.1500737965106964,,
373,pastel_palettes__373,pastel_palettes,徒花ネクロマンシー (Cover),86.1,3,True,1.0,86.1,0.6492093205451965,ok,,,,,86.1,0.6492093205451965,129.14999999999998,0.11347910016775131,172.2,0.572967529296875
374,pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),166.7,2,True,1.0,166.7,0.5812590718269348,ok,,,111.13333333333333,0.47057124972343445,166.7,0.5812590718269348,,,,
375,poppin_party__375,poppin_party,Yes! BanG_Dream!,92.3,3,True,1.0,92.3,0.6299632787704468,ok,,,,,92.3,0.6299632787704468,138.45,0.12756352126598358,184.6,0.5676717758178711
376,poppin_party__376,poppin_party,STAR BEAT!～ホシノコドウ～,97.5,3,True,1.0,97.5,0.6988834738731384,ok,,,,,97.5,0.6988834738731384,146.25,0.11773449182510376,195.0,0.6170811653137207
377,poppin_party__377,poppin_party,走り始めたばかりのキミに,166.7,2,True,1.0,166.7,0.4379166066646576,ok,,,111.13333333333333,0.11454036831855774,166.7,0.4379166066646576,,,,
378,poppin_party__378,poppin_party,ティアドロップス,95.7,3,True,1.0,95.7,0.5656465888023376,ok,,,,,95.7,0.5656465888023376,143.55,0.13232526183128357,191.4,0.5249640941619873
379,poppin_party__379,poppin_party,ときめきエクスペリエンス！,90.7,3,True,1.0,90.7,0.6299094557762146,ok,,,,,90.7,0.6299094557762146,136.05,0.13991369307041168,181.4,0.4805653691291809
380,poppin_party__380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,90.7,3,True,1.0,90.7,0.6404460668563843,ok,,,,,90.7,0.6404460668563843,136.05,0.14878742396831512,181.4,0.49582332372665405
381,poppin_party__381,poppin_party,私の心はチョココロネ,132.5,3,True,1.0,132.5,0.517316997051239,ok,,,88.33333333333333,0.4053291082382202,132.5,0.517316997051239,198.75,0.13239999115467072,,
382,poppin_party__382,poppin_party,前へススメ！,90.7,3,True,1.0,90.7,0.7193899154663086,ok,,,,,90.7,0.7193899154663086,136.05,0.11895456910133362,181.4,0.5929308533668518
383,poppin_party__383,poppin_party,夢みるSunflower,82.0,2,True,2.0,164.0,0.5329751372337341,ok,,,,,,,123.0,0.12677621841430664,164.0,0.5329751372337341
384,poppin_party__384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,178.2,3,True,1.0,178.2,0.6513397097587585,ok,89.1,0.5886527299880981,118.79999999999998,0.4712648093700409,178.2,0.6513397097587585,,,,
385,poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,107.7,3,True,1.0,107.7,0.5666420459747314,ok,,,,,107.7,0.5666420459747314,161.55,0.10407751053571701,215.4,0.4307403564453125
386,poppin_party__386,poppin_party,Time Lapse,95.7,3,True,1.0,95.7,0.7005455493927002,ok,,,,,95.7,0.7005455493927002,143.55,0.11606777459383011,191.4,0.5367104411125183
387,poppin_party__387,poppin_party,八月のif,120.2,2,True,1.0,120.2,0.44868823885917664,ok,,,,,120.2,0.44868823885917664,180.3,0.20644575357437134,,
388,poppin_party__388,poppin_party,クリスマスのうた,139.7,3,True,1.0,139.7,0.7495790719985962,ok,,,93.13333333333333,0.49434956908226013,139.7,0.7495790719985962,209.54999999999998,0.11206850409507751,,
389,poppin_party__389,poppin_party,B.O.F,87.6,3,True,1.0,87.6,0.8293754458427429,ok,,,,,87.6,0.8293754458427429,131.39999999999998,0.0945676639676094,175.2,0.7624582052230835
390,poppin_party__390,poppin_party,CiRCLING,79.5,2,True,2.0,159.0,0.49590733647346497,ok,,,,,,,119.25,0.17069430649280548,159.0,0.49590733647346497
391,poppin_party__391,poppin_party,二重の虹(ダブル レインボウ),94.0,3,True,1.0,94.0,0.7673391103744507,ok,,,,,94.0,0.7673391103744507,141.0,0.13662651181221008,188.0,0.6563330888748169
392,poppin_party__392,poppin_party,最高(さあ行こう)！,90.7,3,True,1.0,90.7,0.6807565093040466,ok,,,,,90.7,0.6807565093040466,136.05,0.142313152551651,181.4,0.5200191140174866
393,poppin_party__393,poppin_party,ガールズコード,126.0,2,True,1.0,126.0,0.5227894186973572,ok,,,,,126.0,0.5227894186973572,189.0,0.12753520905971527,,
394,poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,84.7,2,True,2.0,169.4,0.5635568499565125,ok,,,,,,,127.05000000000001,0.08692102879285812,169.4,0.5635568499565125
395,poppin_party__395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,161.5,2,True,1.0,161.5,0.7091434001922607,ok,,,107.66666666666666,0.5417681932449341,161.5,0.7091434001922607,,,,
396,poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,87.6,3,True,1.0,87.6,0.5517787933349609,ok,,,,,87.6,0.5517787933349609,131.39999999999998,0.06899387389421463,175.2,0.5054294466972351
397,poppin_party__397,poppin_party,Breakthrough!,92.3,3,True,1.0,92.3,0.63682621717453,ok,,,,,92.3,0.63682621717453,138.45,0.14920680224895477,184.6,0.625896692276001
398,poppin_party__398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,95.7,3,True,1.0,95.7,0.680630624294281,ok,,,,,95.7,0.680630624294281,143.55,0.15821784734725952,191.4,0.6091889142990112
399,poppin_party__399,poppin_party,イニシャル,95.7,3,True,1.0,95.7,0.6283087134361267,ok,,,,,95.7,0.6283087134361267,143.55,0.1439652293920517,191.4,0.513708770275116
400,poppin_party__400,poppin_party,Hello! Wink!,152.0,2,True,1.0,152.0,0.5774657130241394,ok,,,101.33333333333333,0.3922465145587921,152.0,0.5774657130241394,,,,
401,poppin_party__401,poppin_party,Step×Step!,147.7,2,True,1.0,147.7,0.7179586887359619,ok,,,98.46666666666665,0.4210854172706604,147.7,0.7179586887359619,,,,
402,poppin_party__402,poppin_party,Jumpin',97.5,3,True,1.0,97.5,0.640426516532898,ok,,,,,97.5,0.640426516532898,146.25,0.1514195054769516,195.0,0.5162585377693176
403,poppin_party__403,poppin_party,White Afternoon,143.6,3,True,1.0,143.6,0.690615177154541,ok,,,95.73333333333332,0.3978021442890167,143.6,0.690615177154541,215.39999999999998,0.08846167474985123,,
404,poppin_party__404,poppin_party,キラキラスター！,74.9,2,True,2.0,149.8,0.512258768081665,ok,,,,,,,112.35000000000001,0.14571475982666016,149.8,0.512258768081665
405,poppin_party__405,poppin_party,Returns,92.3,3,True,1.0,92.3,0.7791264653205872,ok,,,,,92.3,0.7791264653205872,138.45,0.11804352700710297,184.6,0.568176805973053
406,poppin_party__406,poppin_party,Dreamers Go!,92.3,3,True,1.0,92.3,0.6722145080566406,ok,,,,,92.3,0.6722145080566406,138.45,0.13577644526958466,184.6,0.6555153131484985
407,poppin_party__407,poppin_party,キズナミュージック♪,94.0,3,True,1.0,94.0,0.6759172677993774,ok,,,,,94.0,0.6759172677993774,141.0,0.12407497316598892,188.0,0.6537081599235535
408,poppin_party__408,poppin_party,ミライトレイン,87.6,3,True,1.0,87.6,0.7293847799301147,ok,,,,,87.6,0.7293847799301147,131.39999999999998,0.10048002749681473,175.2,0.6576994061470032
409,poppin_party__409,poppin_party,夢を撃ち抜く瞬間に！,101.3,3,True,1.0,101.3,0.6830434203147888,ok,,,,,101.3,0.6830434203147888,151.95,0.14030416309833527,202.6,0.5444387793540955
410,poppin_party__410,poppin_party,ぽっぴん'しゃっふる,110.0,3,True,1.0,110.0,0.6069720387458801,ok,,,,,110.0,0.6069720387458801,165.0,0.24227274954319,220.0,0.49693888425827026
411,poppin_party__411,poppin_party,夏空 SUN! SUN! SEVEN!,87.6,3,True,1.0,87.6,0.7268996238708496,ok,,,,,87.6,0.7268996238708496,131.39999999999998,0.1248461902141571,175.2,0.6634225249290466
412,poppin_party__412,poppin_party,1000回潤んだ空,90.7,3,True,1.0,90.7,0.6759560704231262,ok,,,,,90.7,0.6759560704231262,136.05,0.1348019689321518,181.4,0.5508719682693481
413,poppin_party__413,poppin_party,HAPPY HAPPY PARTY!,69.8,2,True,2.0,139.6,0.5732567310333252,ok,,,,,,,104.69999999999999,0.1473374366760254,139.6,0.5732567310333252
414,poppin_party__414,poppin_party,夏のドーン！,79.5,2,True,2.0,159.0,0.45528796315193176,ok,,,,,,,119.25,0.1855352371931076,159.0,0.45528796315193176
415,poppin_party__415,poppin_party,キミにもらったもの,147.7,2,True,1.0,147.7,0.49095261096954346,ok,,,98.46666666666665,0.4171903431415558,147.7,0.49095261096954346,,,,
