idx,tag,band,song,drum_tempo_bpm,n_candidates,rule,decision_ratio,octave_shift,selected_bpm,base_in_range
286,mygo__286,mygo,掌心正銘,92.3,2,acf_up,0.785,0,92.3,True
287,mygo__287,mygo,証命讃歌,105.5,2,acf_up,0.776,0,105.5,True
288,mygo__288,mygo,エガクミライ,87.6,2,acf_up,0.845,0,87.6,True
289,mygo__289,mygo,静降想,123.0,1,unique,,0,123.0,True
290,mygo__290,mygo,聿日箋秋,90.7,2,acf_up,0.874,0,90.7,True
291,mygo__291,mygo,往欄印,90.7,2,acf_up,0.807,0,90.7,True
292,mygo__292,mygo,だれかの心臓になれたなら (Cover),72.8,1,unique,,1,145.6,False
293,mygo__293,mygo,遥か彼方 (Cover),87.6,2,acf_up,0.886,0,87.6,True
294,mygo__294,mygo,雑踏、僕らの街 (Cover),86.1,2,acf_up,0.829,0,86.1,True
295,mygo__295,mygo,過去を喰らう (Cover),94.0,2,acf_up,0.722,0,94.0,True
296,mygo__296,mygo,君の神様になりたい。 (Cover),97.5,2,acf_up,0.621,0,97.5,True
297,mygo__297,mygo,ノンブレス・オブリージュ (Cover),73.8,1,unique,,1,147.6,False
298,mygo__298,mygo,swim (Cover),97.5,2,acf_up,0.751,0,97.5,True
299,mygo__299,mygo,猛独が襲う (Cover),156.6,1,unique,,0,156.6,True
300,mygo__300,mygo,春日影,64.6,1,unique,,1,129.2,False
301,pastel_palettes__301,pastel_palettes,TITLE IDOL,143.6,1,unique,,0,143.6,True
302,pastel_palettes__302,pastel_palettes,ワクワクmeetsトリップ,136.0,1,unique,,0,136.0,True
303,pastel_palettes__303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,86.1,2,acf_up,0.936,0,86.1,True
304,pastel_palettes__304,pastel_palettes,もういちど ルミナス,84.7,1,unique,,1,169.4,False
305,pastel_palettes__305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,86.1,2,acf_up,0.967,1,172.2,True
306,pastel_palettes__306,pastel_palettes,天下トーイツ A to Z☆,152.0,1,unique,,0,152.0,True
307,pastel_palettes__307,pastel_palettes,しゅわりん☆どり〜みん,87.6,2,acf_up,1.025,1,175.2,True
308,pastel_palettes__308,pastel_palettes,Power of LOVE!!!,87.6,2,acf_up,0.921,0,87.6,True
309,pastel_palettes__309,pastel_palettes,きゅ～まい＊flower,92.3,2,acf_up,1.017,1,184.6,True
310,pastel_palettes__310,pastel_palettes,Winking☆Cheer,99.4,2,acf_up,0.772,0,99.4,True
311,pastel_palettes__311,pastel_palettes,ゆめゆめグラデーション,136.0,1,unique,,0,136.0,True
312,pastel_palettes__312,pastel_palettes,はなまる◎アンダンテ,166.7,1,unique,,0,166.7,True
313,pastel_palettes__313,pastel_palettes,パスパレボリューションず☆,87.6,2,acf_up,0.873,0,87.6,True
314,pastel_palettes__314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,99.4,2,acf_up,1.041,1,198.8,True
315,pastel_palettes__315,pastel_palettes,Wonderland Girl,136.0,1,unique,,0,136.0,True
316,pastel_palettes__316,pastel_palettes,ゼッタイ宣言～Recital～,89.1,2,acf_up,0.974,1,178.2,True
317,pastel_palettes__317,pastel_palettes,ぎゅっDAYS♪,172.3,2,acf_down,0.8833168872765131,0,172.3,True
318,pastel_palettes__318,pastel_palettes,Wonderful Sweet!,83.4,1,unique,,1,166.8,False
319,pastel_palettes__319,pastel_palettes,るんっ♪てぃてぃー！,82.0,1,unique,,1,164.0,False
320,pastel_palettes__320,pastel_palettes,パッパレ☆人生！バーン万歳！,84.7,1,unique,,1,169.4,False
321,pastel_palettes__321,pastel_palettes,Brand new Pastel Road!,172.3,2,acf_down,1.0307635775536348,-1,86.15,True
322,pastel_palettes__322,pastel_palettes,あこがれacross,95.7,2,acf_up,0.978,1,191.4,True
323,pastel_palettes__323,pastel_palettes,ハレハレ☆フォーチュン,147.7,1,unique,,0,147.7,True
324,pastel_palettes__324,pastel_palettes,ハナヒバナ,95.7,2,acf_up,0.646,0,95.7,True
325,pastel_palettes__325,pastel_palettes,そばかす,84.7,1,unique,,1,169.4,False
326,pastel_palettes__326,pastel_palettes,気まぐれロマンティック,112.3,1,unique,,0,112.3,True
327,pastel_palettes__327,pastel_palettes,ドリームパレード,86.1,2,acf_up,0.92,0,86.1,True
328,pastel_palettes__328,pastel_palettes,ラムのラブソング,120.2,1,unique,,0,120.2,True
329,pastel_palettes__329,pastel_palettes,DANCE! おジャ魔女,152.0,1,unique,,0,152.0,True
330,pastel_palettes__330,pastel_palettes,DISCOTHEQUE,143.6,1,unique,,0,143.6,True
331,pastel_palettes__331,pastel_palettes,ゆりゆららららゆるゆり大事件,87.6,2,acf_up,0.949,0,87.6,True
332,pastel_palettes__332,pastel_palettes,SAKURAスキップ,82.0,1,unique,,1,164.0,False
333,pastel_palettes__333,pastel_palettes,Stay Alive,139.7,1,unique,,0,139.7,True
334,pastel_palettes__334,pastel_palettes,秘密の扉から会いにきて,92.3,2,acf_up,0.996,1,184.6,True
335,pastel_palettes__335,pastel_palettes,トリドリ＊パレット,89.1,2,acf_up,0.893,0,89.1,True
336,pastel_palettes__336,pastel_palettes,ドラマチック！アライブ,92.3,2,acf_up,0.966,1,184.6,True
337,pastel_palettes__337,pastel_palettes,Radiate Warriors,129.2,1,unique,,0,129.2,True
338,pastel_palettes__338,pastel_palettes,ReReReエボリューションず☆,94.0,2,acf_up,0.896,0,94.0,True
339,pastel_palettes__339,pastel_palettes,everyday flower,136.0,1,unique,,0,136.0,True
340,pastel_palettes__340,pastel_palettes,With〜きみとわたしたちの物語〜,94.0,2,acf_up,0.955,0,94.0,True
341,pastel_palettes__341,pastel_palettes,フレっとパレットFight Song!!,143.6,1,unique,,0,143.6,True
342,pastel_palettes__342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,139.7,1,unique,,0,139.7,True
343,pastel_palettes__343,pastel_palettes,ホワイト ノスタルジア,139.7,1,unique,,0,139.7,True
344,pastel_palettes__344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),105.5,2,acf_up,0.844,0,105.5,True
345,pastel_palettes__345,pastel_palettes,奏（かなで） (Cover),152.0,1,unique,,0,152.0,True
346,pastel_palettes__346,pastel_palettes,Sparkling Daydream (Cover),87.6,2,acf_up,0.858,0,87.6,True
347,pastel_palettes__347,pastel_palettes,春を告げる (Cover),120.2,1,unique,,0,120.2,True
348,pastel_palettes__348,pastel_palettes,だから、ひとりじゃない (Cover),90.7,2,acf_up,0.766,0,90.7,True
349,pastel_palettes__349,pastel_palettes,サインはB (Cover),87.6,2,acf_up,0.897,0,87.6,True
350,pastel_palettes__350,pastel_palettes,愛包ダンスホール (Cover),139.7,1,unique,,0,139.7,True
351,pastel_palettes__351,pastel_palettes,最上級にかわいいの！ (Cover),166.7,1,unique,,0,166.7,True
352,pastel_palettes__352,pastel_palettes,♡桃色片想い♡ (Cover),152.0,1,unique,,0,152.0,True
353,pastel_palettes__353,pastel_palettes,金曜日のおはよう (Cover),152.0,1,unique,,0,152.0,True
354,pastel_palettes__354,pastel_palettes,魔法少女とチョコレゐト (Cover),152.0,1,unique,,0,152.0,True
355,pastel_palettes__355,pastel_palettes,可愛くてごめん (Cover),161.5,1,unique,,0,161.5,True
356,pastel_palettes__356,pastel_palettes,からくりピエロ (Cover),101.3,2,acf_up,1.018,1,202.6,True
357,pastel_palettes__357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),161.5,1,unique,,0,161.5,True
358,pastel_palettes__358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),161.5,1,unique,,0,161.5,True
359,pastel_palettes__359,pastel_palettes,アイドル (Cover),166.7,1,unique,,0,166.7,True
360,pastel_palettes__360,pastel_palettes,secret base ～君がくれたもの～ (Cover),143.6,1,unique,,0,143.6,True
361,pastel_palettes__361,pastel_palettes,ふわふわ時間 (Cover),90.7,2,acf_up,0.87,0,90.7,True
362,pastel_palettes__362,pastel_palettes,Fantastic future (Cover),86.1,2,acf_up,0.883,0,86.1,True
363,pastel_palettes__363,pastel_palettes,Baby Sweet Berry Love (Cover),84.7,1,unique,,1,169.4,False
364,pastel_palettes__364,pastel_palettes,Q＆A　リサイタル！ (Cover),90.7,2,acf_up,0.893,0,90.7,True
365,pastel_palettes__365,pastel_palettes,ヒトリゴト (Cover),166.7,1,unique,,0,166.7,True
366,pastel_palettes__366,pastel_palettes,惑星ループ (Cover),84.7,1,unique,,1,169.4,False
367,pastel_palettes__367,pastel_palettes,世界は恋に落ちている (Cover),129.2,1,unique,,0,129.2,True
368,pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),126.0,1,unique,,0,126.0,True
369,pastel_palettes__369,pastel_palettes,春擬き (Cover),172.3,2,acf_down,0.8830602239051595,0,172.3,True
370,pastel_palettes__370,pastel_palettes,Make it! (Cover),86.1,2,acf_up,0.984,1,172.2,True
371,pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),161.5,1,unique,,0,161.5,True
372,pastel_palettes__372,pastel_palettes,夜に駆ける (Cover),129.2,1,unique,,0,129.2,True
373,pastel_palettes__373,pastel_palettes,徒花ネクロマンシー (Cover),86.1,2,acf_up,0.883,0,86.1,True
374,pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),166.7,1,unique,,0,166.7,True
375,poppin_party__375,poppin_party,Yes! BanG_Dream!,92.3,2,acf_up,0.901,0,92.3,True
376,poppin_party__376,poppin_party,STAR BEAT!～ホシノコドウ～,97.5,2,acf_up,0.876,0,97.5,True
377,poppin_party__377,poppin_party,走り始めたばかりのキミに,166.7,1,unique,,0,166.7,True
378,poppin_party__378,poppin_party,ティアドロップス,95.7,2,acf_up,0.928,0,95.7,True
379,poppin_party__379,poppin_party,ときめきエクスペリエンス！,90.7,2,acf_up,0.763,0,90.7,True
380,poppin_party__380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,90.7,2,acf_up,0.774,0,90.7,True
381,poppin_party__381,poppin_party,私の心はチョココロネ,132.5,1,unique,,0,132.5,True
382,poppin_party__382,poppin_party,前へススメ！,90.7,2,acf_up,0.824,0,90.7,True
383,poppin_party__383,poppin_party,夢みるSunflower,82.0,1,unique,,1,164.0,False
384,poppin_party__384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,178.2,2,acf_down,0.9042284638834072,0,178.2,True
385,poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,107.7,2,acf_up,0.76,0,107.7,True
386,poppin_party__386,poppin_party,Time Lapse,95.7,2,acf_up,0.766,0,95.7,True
387,poppin_party__387,poppin_party,八月のif,120.2,1,unique,,0,120.2,True
388,poppin_party__388,poppin_party,クリスマスのうた,139.7,1,unique,,0,139.7,True
389,poppin_party__389,poppin_party,B.O.F,87.6,2,acf_up,0.919,0,87.6,True
390,poppin_party__390,poppin_party,CiRCLING,79.5,1,unique,,1,159.0,False
391,poppin_party__391,poppin_party,二重の虹(ダブル レインボウ),94.0,2,acf_up,0.862,0,94.0,True
392,poppin_party__392,poppin_party,最高(さあ行こう)！,90.7,2,acf_up,0.764,0,90.7,True
393,poppin_party__393,poppin_party,ガールズコード,126.0,1,unique,,0,126.0,True
394,poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,84.7,1,unique,,1,169.4,False
395,poppin_party__395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,161.5,1,unique,,0,161.5,True
396,poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,87.6,2,acf_up,0.916,0,87.6,True
397,poppin_party__397,poppin_party,Breakthrough!,92.3,2,acf_up,0.983,1,184.6,True
398,poppin_party__398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,95.7,2,acf_up,0.895,0,95.7,True
399,poppin_party__399,poppin_party,イニシャル,95.7,2,acf_up,0.818,0,95.7,True
400,poppin_party__400,poppin_party,Hello! Wink!,152.0,1,unique,,0,152.0,True
401,poppin_party__401,poppin_party,Step×Step!,147.7,1,unique,,0,147.7,True
402,poppin_party__402,poppin_party,Jumpin',97.5,2,acf_up,0.802,0,97.5,True
403,poppin_party__403,poppin_party,White Afternoon,143.6,1,unique,,0,143.6,True
404,poppin_party__404,poppin_party,キラキラスター！,74.9,1,unique,,1,149.8,False
405,poppin_party__405,poppin_party,Returns,92.3,2,acf_up,0.729,0,92.3,True
406,poppin_party__406,poppin_party,Dreamers Go!,92.3,2,acf_up,0.975,1,184.6,True
407,poppin_party__407,poppin_party,キズナミュージック♪,94.0,2,acf_up,0.927,0,94.0,True
408,poppin_party__408,poppin_party,ミライトレイン,87.6,2,acf_up,0.902,0,87.6,True
409,poppin_party__409,poppin_party,夢を撃ち抜く瞬間に！,101.3,2,acf_up,0.797,0,101.3,True
410,poppin_party__410,poppin_party,ぽっぴん'しゃっふる,110.0,2,acf_up,0.818,0,110.0,True
411,poppin_party__411,poppin_party,夏空 SUN! SUN! SEVEN!,87.6,2,acf_up,0.913,0,87.6,True
412,poppin_party__412,poppin_party,1000回潤んだ空,90.7,2,acf_up,0.815,0,90.7,True
413,poppin_party__413,poppin_party,HAPPY HAPPY PARTY!,69.8,1,unique,,1,139.6,False
414,poppin_party__414,poppin_party,夏のドーン！,79.5,1,unique,,1,159.0,False
415,poppin_party__415,poppin_party,キミにもらったもの,147.7,1,unique,,0,147.7,True
416,poppin_party__416,poppin_party,Light Delight,90.7,2,acf_up,0.895,0,90.7,True
417,poppin_party__417,poppin_party,切ないSandglass,92.3,2,acf_up,0.948,0,92.3,True
418,poppin_party__418,poppin_party,Home Street,105.5,2,acf_up,0.822,0,105.5,True
419,poppin_party__419,poppin_party,What's the POPIPA!?,92.3,2,acf_up,0.967,1,184.6,True
420,poppin_party__420,poppin_party,SAKURA MEMORIES,87.6,2,acf_up,0.963,1,175.2,True
421,poppin_party__421,poppin_party,アニバーサリー,84.7,1,unique,,1,169.4,False
422,poppin_party__422,poppin_party,Tomorrow's Door,89.1,2,acf_up,0.869,0,89.1,True
423,poppin_party__423,poppin_party,イントロダクション,82.0,1,unique,,1,164.0,False
424,poppin_party__424,poppin_party,TARINAI,95.7,2,acf_up,0.891,0,95.7,True
425,poppin_party__425,poppin_party,DOKI DOKI SCARY,143.6,1,unique,,0,143.6,True
426,poppin_party__426,poppin_party,Photograph,152.0,1,unique,,0,152.0,True
427,poppin_party__427,poppin_party,夏に閉じこめて,95.7,2,acf_up,0.958,0,95.7,True
428,poppin_party__428,poppin_party,ぽっぴん'どりーむ！,99.4,2,acf_up,0.934,0,99.4,True
429,poppin_party__429,poppin_party,星の約束,87.6,2,acf_up,0.884,0,87.6,True
430,poppin_party__430,poppin_party,新しい季節に,126.0,1,unique,,0,126.0,True
431,poppin_party__431,poppin_party,トレモロアイズ,82.0,1,unique,,1,164.0,False
432,poppin_party__432,poppin_party,雨上がり、キミと,94.0,2,acf_up,0.889,0,94.0,True
433,poppin_party__433,poppin_party,花咲く未来に,69.8,1,unique,,1,139.6,False
434,poppin_party__434,poppin_party,Live Beyond!!,95.7,2,acf_up,0.982,1,191.4,True
435,poppin_party__435,poppin_party,Sweets BAN!,156.6,1,unique,,0,156.6,True
436,poppin_party__436,poppin_party,キミが始まる！,89.1,2,acf_up,1.005,1,178.2,True
437,poppin_party__437,poppin_party,Moonlight Walk,95.7,2,acf_up,0.769,0,95.7,True
438,poppin_party__438,poppin_party,ここから先は歌にならない,95.7,2,acf_up,0.907,0,95.7,True
439,poppin_party__439,poppin_party,青春 To Be Continued,132.5,1,unique,,0,132.5,True
440,poppin_party__440,poppin_party,Future Place,92.3,2,acf_up,0.875,0,92.3,True
441,poppin_party__441,poppin_party,大好き！,166.7,1,unique,,0,166.7,True
442,poppin_party__442,poppin_party,Five Letters,129.2,1,unique,,0,129.2,True
443,poppin_party__443,poppin_party,最強☆ソング,90.7,2,acf_up,0.963,1,181.4,True
444,poppin_party__444,poppin_party,RiNG A BELL,90.7,2,acf_up,0.883,0,90.7,True
445,poppin_party__445,poppin_party,Drive Your Heart,147.7,1,unique,,0,147.7,True
446,poppin_party__446,poppin_party,とっておきAnswer,95.7,2,acf_up,0.864,0,95.7,True
447,poppin_party__447,poppin_party,START!! True dreams,89.1,2,acf_up,0.961,1,178.2,True
448,poppin_party__448,poppin_party,どきどきデエト,92.3,2,acf_up,0.987,1,184.6,True
449,poppin_party__449,poppin_party,チョコレイトの低音レシピ,95.7,2,acf_up,0.843,0,95.7,True
450,poppin_party__450,poppin_party,Chu Chueen!,105.5,2,acf_up,0.702,0,105.5,True
451,poppin_party__451,poppin_party,どきどきSING OUT!,97.5,2,acf_up,0.811,0,97.5,True
452,poppin_party__452,poppin_party,Freedom,79.5,1,unique,,1,159.0,False
453,poppin_party__453,poppin_party,Game Changer,99.4,2,acf_up,0.888,0,99.4,True
454,poppin_party__454,poppin_party,花園電気ギター！！！,94.0,2,acf_up,0.748,0,94.0,True
455,poppin_party__455,poppin_party,す、好きなんかじゃない！,83.4,1,unique,,1,166.8,False
456,poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,84.7,1,unique,,1,169.4,False
457,poppin_party__457,poppin_party,ほな！,184.6,2,acf_down,0.9289316943920998,0,184.6,True
458,poppin_party__458,poppin_party,世界中の青空をあつめて,97.5,2,acf_up,0.858,0,97.5,True
459,poppin_party__459,poppin_party,勇気Limit！,112.3,1,unique,,0,112.3,True
460,poppin_party__460,poppin_party,開けたらDream!,139.7,1,unique,,0,139.7,True
461,poppin_party__461,poppin_party,絆色のアンサンブル,94.0,2,acf_up,0.933,0,94.0,True
462,poppin_party__462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),95.7,2,acf_up,0.893,0,95.7,True
463,poppin_party__463,poppin_party,ちゅ、多様性。 (Cover),152.0,1,unique,,0,152.0,True
464,poppin_party__464,poppin_party,フィクション (Cover),123.0,1,unique,,0,123.0,True
465,poppin_party__465,poppin_party,幾億光年 (Cover),95.7,2,acf_up,0.991,1,191.4,True
466,poppin_party__466,poppin_party,心絵 (Cover),95.7,2,acf_up,0.895,0,95.7,True
467,poppin_party__467,poppin_party,じょいふる (Cover),79.5,1,unique,,1,159.0,False
468,poppin_party__468,poppin_party,MATSURI BAYASHI (Cover),152.0,1,unique,,0,152.0,True
469,poppin_party__469,poppin_party,私は最強 (Cover),95.7,2,acf_up,0.744,0,95.7,True
470,poppin_party__470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),136.0,1,unique,,0,136.0,True
471,poppin_party__471,poppin_party,夜行性ハイズ (Cover),132.5,1,unique,,0,132.5,True
472,poppin_party__472,poppin_party,メランコリック (Cover),139.7,1,unique,,0,139.7,True
473,poppin_party__473,poppin_party,怪獣の花唄 (Cover),74.9,1,unique,,1,149.8,False
474,poppin_party__474,poppin_party,光るなら (Cover),79.5,1,unique,,1,159.0,False
475,poppin_party__475,poppin_party,ミュージック・アワー (Cover),136.0,1,unique,,0,136.0,True
476,poppin_party__476,poppin_party,only my railgun (Cover),143.6,1,unique,,0,143.6,True
477,poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),84.7,1,unique,,1,169.4,False
478,poppin_party__478,poppin_party,Daydream café (Cover),147.7,1,unique,,0,147.7,True
479,poppin_party__479,poppin_party,君じゃなきゃダメみたい (Cover),132.5,1,unique,,0,132.5,True
480,poppin_party__480,poppin_party,＊〜アスタリスク〜 (Cover),129.2,1,unique,,0,129.2,True
481,poppin_party__481,poppin_party,DAYS of DASH (Cover),79.5,1,unique,,1,159.0,False
482,poppin_party__482,poppin_party,檄！帝国華撃団 (Cover),71.8,1,unique,,1,143.6,False
483,poppin_party__483,poppin_party,DAYS (Cover),136.0,1,unique,,0,136.0,True
484,poppin_party__484,poppin_party,ディスカバリー！ (Cover),86.1,2,acf_up,0.869,0,86.1,True
485,poppin_party__485,poppin_party,チェリボム (Cover),95.7,2,acf_up,0.97,1,191.4,True
486,poppin_party__486,poppin_party,ヴァンパイア (Cover),82.0,1,unique,,1,164.0,False
487,poppin_party__487,poppin_party,怪物 (Cover),84.7,1,unique,,1,169.4,False
488,poppin_party__488,poppin_party,大河よ共に泣いてくれ (Cover),87.6,2,acf_up,0.808,0,87.6,True
489,poppin_party__489,poppin_party,空色デイズ (Cover),87.6,2,acf_up,0.723,0,87.6,True
490,raise_a_suilen__490,raise_a_suilen,Invincible Fighter,99.4,2,acf_up,0.86,0,99.4,True
491,raise_a_suilen__491,raise_a_suilen,A DECLARATION OF ×××,152.0,1,unique,,0,152.0,True
492,raise_a_suilen__492,raise_a_suilen,SOUL SOLDIER,95.7,2,acf_up,0.902,0,95.7,True
493,raise_a_suilen__493,raise_a_suilen,UNSTOPPABLE,84.7,1,unique,,1,169.4,False
494,raise_a_suilen__494,raise_a_suilen,HELL! or HELL?,99.4,2,acf_up,0.897,0,99.4,True
495,raise_a_suilen__495,raise_a_suilen,Beautiful Birthday,87.6,2,acf_up,0.901,0,87.6,True
496,raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,92.3,2,acf_up,0.926,0,92.3,True
497,raise_a_suilen__497,raise_a_suilen,DRIVE US CRAZY,105.5,2,acf_up,0.784,0,105.5,True
498,raise_a_suilen__498,raise_a_suilen,!NVADE SHOW!,84.7,1,unique,,1,169.4,False
499,raise_a_suilen__499,raise_a_suilen,REIGNING,90.7,2,acf_up,0.858,0,90.7,True
500,raise_a_suilen__500,raise_a_suilen,EXPOSE ‘Burn out!!!’,95.7,2,acf_up,0.761,0,95.7,True
501,raise_a_suilen__501,raise_a_suilen,R・I・O・T,139.7,1,unique,,0,139.7,True
502,raise_a_suilen__502,raise_a_suilen,V.I.P MONSTER,172.3,2,acf_down,0.9118223487917494,0,172.3,True
503,raise_a_suilen__503,raise_a_suilen,mind of Prominence,94.0,2,acf_up,0.858,0,94.0,True
504,raise_a_suilen__504,raise_a_suilen,Ray of hope,126.0,1,unique,,0,126.0,True
505,raise_a_suilen__505,raise_a_suilen,EXIST,139.7,1,unique,,0,139.7,True
506,raise_a_suilen__506,raise_a_suilen,Sacred world,70.8,1,unique,,1,141.6,False
507,raise_a_suilen__507,raise_a_suilen,-N-E-M-E-S-I-S-,143.6,1,unique,,0,143.6,True
508,raise_a_suilen__508,raise_a_suilen,DANCING DARING,94.0,2,acf_up,0.904,0,94.0,True
509,raise_a_suilen__509,raise_a_suilen,BATTLE CRY,94.0,2,acf_up,0.832,0,94.0,True
510,raise_a_suilen__510,raise_a_suilen,Domination to world,99.4,2,acf_up,0.952,0,99.4,True
511,raise_a_suilen__511,raise_a_suilen,THE WAY OF LIFE,84.7,1,unique,,1,169.4,False
512,raise_a_suilen__512,raise_a_suilen,灼熱 Bonfire!,156.6,1,unique,,0,156.6,True
513,raise_a_suilen__513,raise_a_suilen,Repaint,103.4,2,acf_up,0.895,0,103.4,True
514,raise_a_suilen__514,raise_a_suilen,Life on the Lotus,136.0,1,unique,,0,136.0,True
515,raise_a_suilen__515,raise_a_suilen,CORUSCATE -DNA-,147.7,1,unique,,0,147.7,True
516,raise_a_suilen__516,raise_a_suilen,That Is How I Roll!,90.7,2,acf_up,0.786,0,90.7,True
517,raise_a_suilen__517,raise_a_suilen,しゅわりん☆どり～みん,87.6,2,acf_up,0.853,0,87.6,True
518,raise_a_suilen__518,raise_a_suilen,パスパレボリューションず☆,87.6,2,acf_up,0.787,0,87.6,True
519,raise_a_suilen__519,raise_a_suilen,えがおのオーケストラっ！,139.7,1,unique,,0,139.7,True
520,raise_a_suilen__520,raise_a_suilen,Don't be afraid!,90.7,2,acf_up,0.748,0,90.7,True
521,raise_a_suilen__521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,86.1,2,acf_up,0.794,0,86.1,True
522,raise_a_suilen__522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),79.5,1,unique,,1,159.0,False
523,raise_a_suilen__523,raise_a_suilen,Scarlet Sky,90.7,2,acf_up,0.74,0,90.7,True
524,raise_a_suilen__524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,107.7,2,acf_up,0.75,0,107.7,True
526,raise_a_suilen__526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),90.7,2,acf_up,0.803,0,90.7,True
527,raise_a_suilen__527,raise_a_suilen,R･I･O･T (ライブ / アンコール),69.8,1,unique,,1,139.6,False
528,raise_a_suilen__528,raise_a_suilen,Apocalypse,152.0,1,unique,,0,152.0,True
529,raise_a_suilen__529,raise_a_suilen,TWIN TALE,99.4,2,acf_up,1.001,1,198.8,True
530,raise_a_suilen__530,raise_a_suilen,STRAY CERBERUS,90.7,2,acf_up,0.831,0,90.7,True
531,raise_a_suilen__531,raise_a_suilen,BERSER-KEY,120.2,1,unique,,0,120.2,True
532,raise_a_suilen__532,raise_a_suilen,POLARIS,92.3,2,acf_up,0.904,0,92.3,True
533,raise_a_suilen__533,raise_a_suilen,HOWLING AMBITION,136.0,1,unique,,0,136.0,True
534,raise_a_suilen__534,raise_a_suilen,VIVID FIRST TIME,99.4,2,acf_up,0.907,0,99.4,True
535,raise_a_suilen__535,raise_a_suilen,'FIGHT' ADDICT,97.5,2,acf_up,0.787,0,97.5,True
536,raise_a_suilen__536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,95.7,2,acf_up,0.743,0,95.7,True
537,raise_a_suilen__537,raise_a_suilen,FIVE as ONE,95.7,2,acf_up,0.909,0,95.7,True
538,raise_a_suilen__538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),95.7,2,acf_up,0.824,0,95.7,True
539,raise_a_suilen__539,raise_a_suilen,Takin' my Heart (English),92.3,2,acf_up,0.919,0,92.3,True
540,raise_a_suilen__540,raise_a_suilen,WELCOME TO PANDEMONIUM,101.3,2,acf_up,0.722,0,101.3,True
541,raise_a_suilen__541,raise_a_suilen,WHAT AN EXPLOSION,95.7,2,acf_up,0.744,0,95.7,True
542,raise_a_suilen__542,raise_a_suilen,RUNAWAY STAR,99.4,2,acf_up,0.789,0,99.4,True
543,raise_a_suilen__543,raise_a_suilen,Bad Kids All Bet,84.7,1,unique,,1,169.4,False
544,raise_a_suilen__544,raise_a_suilen,Light a fire,139.7,1,unique,,0,139.7,True
545,raise_a_suilen__545,raise_a_suilen,Embrace of light,101.3,2,acf_up,0.412,0,101.3,True
546,raise_a_suilen__546,raise_a_suilen,OUTSIDER RODEO,147.7,1,unique,,0,147.7,True
547,raise_a_suilen__547,raise_a_suilen,JUST THE WAY I AM,90.7,2,acf_up,0.759,0,90.7,True
548,raise_a_suilen__548,raise_a_suilen,ラスハピーポー！,97.5,2,acf_up,0.788,0,97.5,True
549,raise_a_suilen__549,raise_a_suilen,1/3の純情な感情 (Cover),76.0,1,unique,,1,152.0,False
550,raise_a_suilen__550,raise_a_suilen,ヒトリノ夜 (Cover),87.6,2,acf_up,0.811,0,87.6,True
551,raise_a_suilen__551,raise_a_suilen,激動 (Cover),112.3,1,unique,,0,112.3,True
552,raise_a_suilen__552,raise_a_suilen,メギツネ (Cover),143.6,1,unique,,0,143.6,True
553,raise_a_suilen__553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),156.6,1,unique,,0,156.6,True
554,raise_a_suilen__554,raise_a_suilen,第六感 (Cover),132.5,1,unique,,0,132.5,True
555,raise_a_suilen__555,raise_a_suilen,革命道中 (Cover),94.0,2,acf_up,0.902,0,94.0,True
556,raise_a_suilen__556,raise_a_suilen,Get Wild (Cover),132.5,1,unique,,0,132.5,True
557,raise_a_suilen__557,raise_a_suilen,ボッカデラべリタ (Cover),84.7,1,unique,,1,169.4,False
558,raise_a_suilen__558,raise_a_suilen,第ゼロ感 (Cover),152.0,1,unique,,0,152.0,True
559,raise_a_suilen__559,raise_a_suilen,劣等上等 (Cover),161.5,1,unique,,0,161.5,True
