tag,essentia_key,essentia_scale,essentia_key_strength,status
roselia__621,C,major,0.569898664951,success
roselia__622,Bb,major,0.764673888683,success
roselia__623,F,minor,0.864050149918,success
roselia__624,E,minor,0.696042597294,success
roselia__625,A,major,0.867431640625,success
roselia__626,A,major,0.812587857246,success
roselia__627,F#,major,0.559990167618,success
roselia__628,G,major,0.754143476486,success
roselia__629,E,minor,0.809426784515,success
roselia__630,D,minor,0.754246234894,success
roselia__631,A,minor,0.759827315807,success
roselia__632,Bb,major,0.714574575424,success
roselia__633,F,major,0.718013703823,success
roselia__634,Bb,minor,0.554207205772,success
roselia__635,F#,major,0.477454334497,success
roselia__636,F,major,0.557421386242,success
roselia__637,A,major,0.897240400314,success
roselia__638,B,major,0.762742817402,success
roselia__639,F,minor,0.738227903843,success
roselia__640,C,major,0.677591145039,success
roselia__641,C#,minor,0.753375053406,success
roselia__642,B,minor,0.497417539358,success
roselia__643,Eb,major,0.664286196232,success
roselia__644,F,minor,0.656536281109,success
roselia__645,C,major,0.690172374249,success
roselia__646,A,minor,0.777321994305,success
roselia__647,E,minor,0.609044730663,success
roselia__648,Ab,minor,0.604352235794,success
roselia__649,G,major,0.885624527931,success
roselia__650,G,major,0.707316756248,success
roselia__651,A,minor,0.714347541332,success
roselia__652,E,minor,0.775923073292,success
roselia__653,Ab,major,0.709892451763,success
roselia__654,A,minor,0.666288435459,success
roselia__655,D,minor,0.650735318661,success
roselia__656,F#,major,0.709070563316,success
roselia__657,C,major,0.809200465679,success
roselia__658,A,major,0.561360239983,success
roselia__659,F,major,0.815796732903,success
mygo__660,G,major,0.886604964733,success
mygo__661,Bb,major,0.778729200363,success
mygo__662,C#,major,0.837477684021,success
