,m3-mode_bin,m4-lufs_integrated,m4-lra,m5-arousal_median,m6-valence_median,m7-danceability_norm,m8-acoustic_median,m9-instr_stem_ratio,m11-speech_median
m3-mode_bin,1.0,-0.03288669825958842,-0.009666480913921827,-0.05166433787060023,0.21049296812632348,-0.00827817562100506,0.2574176764418795,-0.12246145590970485,-0.09098889402708416
m4-lufs_integrated,-0.03288669825958842,1.0,-0.3195760312227719,0.4370666756240587,-0.1910481121858084,-0.12544892683607362,-0.39393033147527645,0.13537952040512477,-0.16387180600216295
m4-lra,-0.009666480913921827,-0.3195760312227719,1.0,-0.4233935296567332,-0.23452234898117125,-0.47757714275738716,0.2359242830685184,-0.17718399174475272,-0.09246553345630901
m5-arousal_median,-0.05166433787060023,0.4370666756240587,-0.4233935296567332,1.0,0.38980847643265243,0.2425098998599054,-0.3579264010583207,0.09805356423819239,0.24658380557789095
m6-valence_median,0.21049296812632348,-0.1910481121858084,-0.23452234898117125,0.38980847643265243,1.0,0.44473581890559033,0.2681695642899578,-0.12850623894717075,0.31370026536576145
m7-danceability_norm,-0.00827817562100506,-0.12544892683607362,-0.47757714275738716,0.2425098998599054,0.44473581890559033,1.0,0.07805757923763143,0.11247120564236268,0.41188254607962727
m8-acoustic_median,0.2574176764418795,-0.39393033147527645,0.2359242830685184,-0.3579264010583207,0.2681695642899578,0.07805757923763143,1.0,-0.2623154802928662,0.06096540333936142
m9-instr_stem_ratio,-0.12246145590970485,0.13537952040512477,-0.17718399174475272,0.09805356423819239,-0.12850623894717075,0.11247120564236268,-0.2623154802928662,1.0,-0.019904430417084538
m11-speech_median,-0.09098889402708416,-0.16387180600216295,-0.09246553345630901,0.24658380557789095,0.31370026536576145,0.41188254607962727,0.06096540333936142,-0.019904430417084538,1.0
